name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,genre
1979 - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),The Smashing Pumpkins,1995,266200,77,0.0163,0.767,0.787,0.583,0.0513,-9.897,0.0331,126.879,0.964,4,3,1,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,1995,rock
Fly Away,5,Lenny Kravitz,5/12/1998,221332,74,0.018,0.587,0.872,0,0.622,-5.066,0.0484,159.925,0.735,4,7,1,spotify:track:1OxcIUqVmVYxT6427tbhDW,1998,rock
I Hate Myself for Loving You,Up Your Alley,Joan Jett & the Blackhearts,5/23/1988,246800,65,0.0847,0.611,0.882,1.08E-06,0.192,-11.225,0.0538,117.932,0.605,4,9,1,spotify:track:2HXixVqzzm9rEUIMAWzshl,1988,rock
Last Nite,Is This It,The Strokes,7/30/2001,193373,66,0.0221,0.624,0.899,0.000137,0.0975,-5.709,0.0296,104.061,0.79,4,0,1,spotify:track:3SUusuA9jH1v6PVwtYMbdv,2001,rock
Black Magic Woman - Single Version,Santana's Greatest Hits,Santana,7/1/1994,196466,69,0.676,0.489,0.349,0.0789,0.0866,-14.295,0.0323,124.348,0.622,4,2,0,spotify:track:4YMQXzscifAREG0a7KNGhB,1994,rock
The Boys Are Back In Town,Jailbreak (Deluxe Edition),Thin Lizzy,1976,266720,70,0.234,0.445,0.706,0.000252,0.205,-9.803,0.0461,80.823,0.768,4,8,1,spotify:track:43DeSV93pJPT4lCZaWZ6b1,1976,rock
No One Knows,Songs For The Deaf,Queens of the Stone Age,2002,278706,66,0.0359,0.507,0.588,0.000129,0.373,-4.881,0.0641,170.889,0.637,4,0,1,spotify:track:6NvRxjfYkkT2SpirAlmsjH,2002,rock
White Ferrari,Blonde,Frank Ocean,8/20/2016,248807,83,0.77,0.501,0.0958,0,0.298,-15.605,0.0433,108.741,0.204,4,0,1,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,2016,r&b
In the Night,In the Night,theKingofHeart,9/22/2024,186715,25,0.748,0.508,0.438,1.74E-05,0.0919,-9.075,0.0624,129.545,0.404,4,10,0,spotify:track:3O68Jo2vYc7Z4Tom4DuLZL,2024,r&b
Tender Love,Chillin',Force M.D.'s,1/1/1985,234053,59,0.769,0.34,0.336,7.82E-05,0.126,-7.289,0.0289,142.676,0.0925,4,8,1,spotify:track:6D527hFJzl1vWSzosEbyQk,1985,r&b
Just Friends (Sunny),Aijuswanaseing,Musiq Soulchild,1/1/2000,251426,58,0.404,0.754,0.376,0,0.358,-7.56,0.208,95.018,0.556,4,0,1,spotify:track:5jgEJXjECdlhzNgfITSTVm,2000,r&b
P.Y.T. (Pretty Young Thing),Thriller,Michael Jackson,11/30/1982,239026,71,0.172,0.894,0.67,0.000363,0.0691,-9.406,0.0474,127.209,0.961,4,11,0,spotify:track:1CgmY8fVN7kstVDZmsdM5k,1982,r&b
You Don't Know My Name,The Diary Of Alicia Keys,Alicia Keys,12/2/2003,366733,66,0.59,0.264,0.663,0.00443,0.342,-8.264,0.187,167.078,0.249,4,9,1,spotify:track:6LGwYMXXgURfaequXipzHx,2003,r&b
Candy Rain,Candy Rain,Soul For Real,1995,276066,66,0.00389,0.589,0.699,4.76E-05,0.0577,-7.529,0.0788,188.253,0.63,4,11,0,spotify:track:4j1Bk0BEIGCF9hR7cSwl9d,1995,r&b
dirty dancer,dirty dancer,Orion Sun,2/8/2022,169720,65,0.376,0.702,0.525,0.0667,0.119,-5.028,0.0313,113.856,0.515,4,7,0,spotify:track:1ciQU7ZQGHq129m3njp9en,2022,r&b
Mirage,A Collection of Fleeting Moments and Daydreams,Orion Sun,1/6/2020,57495,75,0.87,0.683,0.468,0.673,0.108,-10.058,0.0743,117.095,0.47,4,9,0,spotify:track:1w327AHTCoChRIkJUprAnV,2020,r&b
If I Never See You Again,Orion,Orion Sun,9/20/2024,144133,45,0.754,0.486,0.275,2.08E-06,0.111,-12.374,0.0666,128.185,0.0719,4,3,0,spotify:track:3cEuOEpVmWnvF4RES78ZZi,2024,r&b
Never Tell,Never Tell,Luke Chiang,4/26/2024,243500,62,0.659,0.493,0.343,6.30E-05,0.216,-11.418,0.0288,140.035,0.315,4,1,1,spotify:track:72Vu0dhVlpjtdPdli224Nf,2024,r&b
Paragraphs,Paragraphs,Luke Chiang,10/18/2019,233544,62,0.827,0.51,0.361,8.01E-06,0.28,-9.913,0.0576,73.354,0.208,4,2,1,spotify:track:2p9Ac0KQAUfOIXXWAxlzmM,2019,r&b
Static,Static,Luke Chiang,9/6/2024,190919,57,0.557,0.48,0.413,0,0.133,-10.482,0.0489,136.032,0.372,4,2,0,spotify:track:4H7mqmMjMQnq6x8bQRpoY7,2024,r&b
autumn,"goodnight, pt. II",demxntia,3/11/2022,146000,41,0.375,0.688,0.619,0,0.195,-8.001,0.0409,119.929,0.444,4,3,1,spotify:track:10tEYe2Rj3SExl0zS2HrDP,2022,r&b
Kill Bill,SOS,SZA,12/8/2022,153946,86,0.0521,0.644,0.735,0.144,0.161,-5.747,0.0391,88.98,0.418,4,8,1,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,2022,r&b
Snooze,SOS,SZA,12/9/2022,201800,85,0.141,0.559,0.551,0,0.11,-7.231,0.132,143.008,0.392,4,5,1,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,2022,r&b
Mary Jane (All Night Long),My Life,Mary J. Blige,1/1/1994,279240,62,0.127,0.784,0.298,3.27E-05,0.0678,-9.549,0.0543,87.172,0.845,4,5,0,spotify:track:2zwmugV2IbUwKq5JgOWEpv,1994,r&b
ifuleave (feat. Mary J. Blige),onmyradio,Musiq Soulchild,11/24/2008,252440,41,0.208,0.467,0.752,0,0.164,-3.244,0.232,122.775,0.728,4,11,1,spotify:track:4GhbRPmkVfAZmSQZqdifrn,2008,r&b
Ivy,Blonde,Frank Ocean,8/20/2016,249191,83,0.785,0.575,0.386,0.000289,0.229,-9.584,0.037,116.408,0.466,4,9,0,spotify:track:2ZWlPOoWh0626oTaHrnl2a,2016,r&b
Self Control,Blonde,Frank Ocean,8/20/2016,249667,76,0.768,0.581,0.21,0,0.369,-10.426,0.0321,80.099,0.452,4,8,1,spotify:track:5GUYJTQap5F3RDQiCOJhrS,2016,r&b
"Charlie, Last Name Wilson","Charlie, Last Name Wilson",Charlie Wilson,9/13/2005,215866,52,0.439,0.653,0.529,0,0.194,-6.481,0.201,67.03,0.609,4,7,1,spotify:track:6UZqMYYQQThvV55IQPvscO,2005,r&b
Pink + White,Blonde,Frank Ocean,8/20/2016,184516,87,0.667,0.545,0.545,5.48E-05,0.417,-7.362,0.107,159.94,0.549,3,9,1,spotify:track:3xKsf9qdS1CyvXSMEid6g8,2016,r&b
Novacane,Novacane,Frank Ocean,1/1/2011,302346,80,0.0584,0.762,0.508,0.00126,0.16,-9.112,0.0919,93.51,0.37,4,3,1,spotify:track:4osgfFTICMkcGbbigdsa53,2011,r&b
obsessed,obsessed,zandros,8/12/2022,180110,70,0.00322,0.608,0.451,6.97E-05,0.179,-12.382,0.0362,181.908,0.145,4,8,1,spotify:track:3TKakBgJaTH5INk0WhU4xP,2022,r&b
A Red Flag,Minh Tinh,Văn Mai Hương,10/24/2023,230704,23,0.623,0.473,0.552,0.00133,0.0734,-5.138,0.047,141.594,0.376,3,1,0,spotify:track:124gliJgzZ8mEcVRbI7xDN,2023,r&b
Let Me Love You,Dangerous Woman,Ariana Grande,5/20/2016,223880,57,0.0295,0.527,0.435,0,0.243,-8.363,0.129,102.698,0.0781,3,2,1,spotify:track:6VpLNElCyXW15cBixlnIu8,2016,r&b
My Boo,Confessions (Expanded Edition),USHER,3/23/2004,223440,80,0.257,0.662,0.507,0,0.0465,-8.238,0.118,86.412,0.676,4,5,1,spotify:track:68vgtRHr7iZHpzGpon6Jlo,2004,r&b
SOS (Sex on Sight) (feat. USHER),SOS (Sex on Sight) (feat. USHER),Victoria Monét,9/6/2024,265057,50,0.219,0.641,0.47,0.0317,0.139,-8.889,0.0376,128.047,0.425,4,6,1,spotify:track:41SWCbo4NPuXy61iX1sPdj,2024,r&b
Why Don't We,Again,Thomas Ng,2/9/2024,172173,13,0.78,0.542,0.298,9.04E-05,0.107,-10.918,0.0687,114.06,0.344,3,1,1,spotify:track:4NbjqOUeABN6HNETdTkd52,2024,r&b
Listen,Again,Thomas Ng,2/9/2024,187659,21,0.566,0.591,0.532,0.000421,0.14,-8.075,0.24,188.09,0.461,4,7,1,spotify:track:3oRtKVe1yLrVR2HT3LgatV,2024,r&b
IC+B,IC+B,Thomas Ng,11/10/2023,145092,39,0.696,0.739,0.316,0.000285,0.136,-9.225,0.0746,62.977,0.43,4,11,0,spotify:track:0o82x213k6duiSdEPIyxJF,2023,r&b
Fond Adieu,Fond Adieu,Galdive,11/5/2020,233109,20,0.393,0.812,0.46,0.0038,0.14,-6.193,0.0378,109.952,0.351,4,0,1,spotify:track:4PBaW66WiNFXh5pdrYjlhE,2020,r&b
Slow Down,Drive Slow,Mac Ayres,8/11/2017,234595,56,0.889,0.727,0.336,0.000251,0.117,-12.817,0.116,119.355,0.176,4,5,1,spotify:track:3XstzgzP0rp3bzElEnRVHv,2017,r&b
"Better [from ""Fantasy.1""]","Better [from ""Fantasy.1""]",WOOGIE,5/20/2020,217800,0,0.581,0.663,0.424,0,0.0898,-6.338,0.0577,126.276,0.493,3,3,0,spotify:track:5rPIwbKsPvC1AMQJPs5mFc,2020,r&b
Over 85,Over 85,Hojean,3/4/2020,204014,0,0.0824,0.644,0.522,0,0.122,-8.197,0.0273,99.999,0.477,4,0,0,spotify:track:6KhT7CK6FL0BnI3nVPqv4F,2020,r&b
Summertime 2016,Phases,Jae Luna,7/30/2020,213750,0,0.327,0.711,0.474,0,0.298,-11.077,0.245,128.058,0.603,4,5,1,spotify:track:1Q6EBDOoEPAsIB40K6f7Y1,2020,r&b
Daylight,Daylight,JAIE,8/2/2019,239307,0,0.544,0.688,0.237,1.80E-05,0.155,-14.109,0.0408,129.968,0.183,4,9,1,spotify:track:1wcKxD2fwxu0yK5SGqVJNo,2019,r&b
Ambrosia,Ambrosia,AOBeats,5/8/2020,203636,27,0.151,0.778,0.554,0.00302,0.0921,-7.349,0.054,131.929,0.322,4,9,1,spotify:track:5C9hTtQ6BAqwGu5T1bmRK4,2020,r&b
"Cigarette (Feat. Tablo, MISO)",boy.,offonoff,7/24/2017,241765,51,0.271,0.776,0.392,2.21E-06,0.14,-10.493,0.207,87.98,0.438,4,5,0,spotify:track:14p5EKgbPx4U3P1j5JNHeh,2017,r&b
Do You Like Me?,NEVER ENOUGH (Bonus Version),Daniel Caesar,4/10/2023,227520,52,0.498,0.718,0.398,0.0352,0.129,-6.774,0.0396,76.976,0.373,4,11,1,spotify:track:6phkEy1YzAK1JWZWgwC36v,2023,r&b
Thinkin Bout You,LOG,KATIE,5/22/2019,263592,48,0.606,0.74,0.373,0,0.0944,-6.53,0.0366,120.105,0.321,4,0,1,spotify:track:6xwQS49tTYgLQNPGnfWV2H,2019,r&b
THATS MY BABY,Ghosts Need Love 2,Che Ecru,8/14/2019,272205,42,0.182,0.86,0.465,1.90E-06,0.083,-5.249,0.0714,120.008,0.437,4,7,0,spotify:track:4JwYLiyUMUDtvOG5w6AnRq,2019,r&b
Like I Want You,TAKE TIME,Giveon,3/27/2020,260776,74,0.759,0.678,0.355,7.06E-05,0.114,-7.757,0.0627,119.772,0.438,3,10,0,spotify:track:6qBFSepqLCuh5tehehc1bd,2020,r&b
Broken Record,Hate Everything,GSoul,12/11/2019,192360,44,0.2,0.703,0.599,0,0.428,-7.127,0.101,104.048,0.851,4,6,1,spotify:track:4TF240Qq2I1cr2Ysvfps4d,2019,r&b
Get You (feat. Kali Uchis),Freudian,Daniel Caesar,8/25/2017,278179,82,0.422,0.658,0.294,5.20E-05,0.0749,-8.533,0.0321,74.038,0.358,4,4,0,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,2017,r&b
Superpowers,NEVER ENOUGH,Daniel Caesar,4/7/2023,174512,78,0.614,0.459,0.433,0.0285,0.19,-8.983,0.0367,106.626,0.0482,5,7,1,spotify:track:736PP5LTtREkDgktNmX3Gu,2023,r&b
All I Ever Asked,All I Ever Asked,Rachel Chinouriri,3/8/2022,215384,50,0.469,0.913,0.459,0.000889,0.0891,-7.528,0.0446,114.996,0.848,4,5,1,spotify:track:2F9DCIJ7ZXHhNkiIlIIOkw,2022,r&b
Let Me Go,NEVER ENOUGH,Daniel Caesar,4/7/2023,216524,69,0.694,0.591,0.473,0.00334,0.108,-8.122,0.0708,152.88,0.451,4,7,0,spotify:track:3ym8ajVmKm6Fybgov3WBI5,2023,r&b
Meet Me in Amsterdam,Meet Me in Amsterdam,RINI,10/24/2018,301448,56,0.281,0.62,0.265,1.02E-05,0.114,-10.409,0.0345,106.022,0.169,3,9,0,spotify:track:0tAdX9n0DuQC5XHmwn5ufT,2018,r&b
Love Affair,Love Language,UMI,10/30/2019,190960,60,0.129,0.613,0.488,2.13E-05,0.335,-7.37,0.0964,172.076,0.183,4,8,1,spotify:track:4ZaRg5Sf4TKr0YcFRLh7QJ,2019,r&b
Japanese Denim,Get You - Single,Daniel Caesar,10/21/2016,270846,76,0.0905,0.707,0.238,2.42E-06,0.0842,-8.818,0.0379,124.156,0.345,3,3,1,spotify:track:1boXOL0ua7N2iCOUVI1p9F,2016,r&b
crash & burn,wings,thủy,10/4/2024,191020,41,0.176,0.595,0.599,0,0.176,-7.865,0.0349,97.994,0.155,4,1,1,spotify:track:4xZ2DCv0AhOg7NUuqjRbCl,2024,r&b
RUSH,RUSH,Thomas Ng,9/26/2024,216000,38,0.495,0.735,0.598,0.0016,0.11,-6.499,0.0566,89.994,0.523,4,7,0,spotify:track:4AJT8fFwkN9YJt7MDPyFdN,2024,r&b
alone with you,alone with you,Mac Ayres,10/4/2024,154797,47,0.61,0.705,0.468,0.000101,0.077,-8.721,0.123,140.582,0.437,4,2,1,spotify:track:4Ik7aSxrZ4zJ0cWpbG5snd,2024,r&b
FEELINGS ON SILENT (feat. Wale),MUTT,Leon Thomas,9/27/2024,209182,56,0.481,0.409,0.452,7.53E-05,0.199,-8.281,0.053,77.393,0.431,4,5,0,spotify:track:0XQFACvy0OCADmCIgHNtXJ,2024,r&b
1900's,JAGUAR II : Deluxe,Victoria Monét,10/4/2024,149195,57,0.09,0.898,0.739,0.0298,0.0557,-7.472,0.186,111.004,0.64,4,9,1,spotify:track:79XRUITVajhW5Snn7WF3YQ,2024,r&b
Pick Me Up,Pick Me Up,The Amours,4/5/2024,170526,23,0.0989,0.39,0.614,0,0.182,-6.383,0.0392,84.539,0.501,3,7,0,spotify:track:3nZ59MwXaecUYaGNG4WJQg,2024,r&b
