name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,genre
BHZ,Memphis Massacre 2,Duke Deuce,2/19/2020,227042,24,0.00548,0.579,0.807,0,0.311,-4.601,0.334,154.629,0.592,4,11,1,spotify:track:2XSBC73feDTlhB9wGGTv5R,2020,hip hop
Nephew (feat. Lil Pump),Nephew (feat. Lil Pump),Smokepurpp,7/27/2018,202962,45,0.00419,0.792,0.454,0,0.285,-6.753,0.458,161.993,0.675,4,9,1,spotify:track:67KvputYgCRghvDQYj5FMq,2018,hip hop
Spin Again,Pink Tape,Lil Uzi Vert,6/30/2023,97769,56,0.0268,0.619,0.606,0,0.375,-4.252,0.0784,140.023,0.0669,4,1,1,spotify:track:1pDbGAAH5GQ8U0KG4fI77H,2023,hip hop
That Fiya,Pink Tape,Lil Uzi Vert,6/30/2023,154832,48,0.00234,0.565,0.712,0,0.186,-4.012,0.0301,138.124,0.22,4,3,0,spotify:track:1bIHv5s0rByq6ZOqDSt8K8,2023,hip hop
Nakamura,Pink Tape,Lil Uzi Vert,6/30/2023,197900,51,0.0414,0.52,0.876,0,0.418,-3.707,0.0606,160.008,0.38,4,5,1,spotify:track:2lophWrG2xqv9CSgSPca5k,2023,hip hop
REDMERCEDES,REDMERCEDES,Aminé,3/3/2017,169706,51,0.00639,0.816,0.63,0.0304,0.173,-5.729,0.183,101.997,0.599,4,1,0,spotify:track:4X70hLzIDfY5T2BcsOcv6Q,2017,hip hop
Many Men,SAVAGE MODE II,21 Savage,10/2/2020,201856,66,0.000647,0.635,0.793,0.747,0.113,-4.333,0.0322,77.594,0.281,4,10,0,spotify:track:3CDVMejYHnB1SkEEx0T1N4,2020,hip hop
Tuesday,SuperGood,Duckwrth,8/21/2020,157934,32,0.514,0.92,0.634,0.0012,0.102,-8.216,0.0558,107.989,0.669,4,11,1,spotify:track:4AvXLfm5xS3TviGedAnRtR,2020,hip hop
HVN ON EARTH (with Kodak Black),TEC,Lil Tecca,9/22/2023,188870,67,0.0684,0.727,0.637,0.000294,0.131,-5.185,0.0779,131.997,0.215,3,8,1,spotify:track:4CIyxiObT9G35HrSItAblR,2023,hip hop
Gist,TEC,Lil Tecca,9/22/2023,130226,55,0.0379,0.707,0.623,0,0.106,-5.55,0.233,75.445,0.512,4,4,1,spotify:track:6dkffLWo31KnXmwCLsgA2K,2023,hip hop
500lbs,TEC,Lil Tecca,9/22/2023,144390,79,0.098,0.724,0.779,0,0.127,-5.412,0.0807,123.013,0.53,4,7,0,spotify:track:6rjuKpPydT2SxN15TZpV7r,2023,hip hop
Dead or Alive,TEC,Lil Tecca,9/22/2023,122487,60,0.000412,0.667,0.774,0,0.122,-5.008,0.0473,144.999,0.407,4,0,1,spotify:track:5itTZ7kNRBl65Nn1QO9Ax9,2023,hip hop
HYAENA,UTOPIA,Travis Scott,7/28/2023,222085,72,0.0305,0.608,0.754,0,0.119,-5.277,0.0719,97.071,0.455,4,8,1,spotify:track:0hL9gOw6XBWsygEUcVjxEc,2023,hip hop
SIRENS,UTOPIA,Travis Scott,7/28/2023,204447,69,0.0976,0.588,0.88,0.000167,0.767,-6.117,0.0747,96.003,0.242,3,9,0,spotify:track:7LSpFCvRZZot2AlmkUzy9k,2023,hip hop
Way Out (feat. Big Sean),Way Out (feat. Big Sean),Jack Harlow,12/9/2020,168906,52,0.114,0.945,0.582,0,0.103,-8.357,0.0719,108.025,0.907,4,11,0,spotify:track:6rLi6PyWXu1rPlShuIZpj6,2020,hip hop
Geekin’,#willpower (Deluxe),will.i.am,1/1/2013,214186,27,0.0778,0.703,0.569,1.93E-05,0.277,-3.436,0.212,160.014,0.481,4,7,1,spotify:track:4mCvOgOJ8dfKtgzjjwuxxH,2013,hip hop
Loyal (feat. Lil Wayne & Tyga),X (Expanded Edition),Chris Brown,9/16/2014,264946,74,0.0168,0.841,0.522,1.37E-06,0.188,-5.963,0.049,99.059,0.616,4,10,0,spotify:track:5BrTUo0xP1wKXLJWUaGFtk,2014,hip hop
Uncle M,BUSINESS IS BUSINESS,Young Thug,6/23/2023,140000,48,0.0153,0.699,0.62,0,0.213,-6.664,0.069,142.104,0.266,4,9,1,spotify:track:612Gkl43RQdwlzKGPgkudm,2023,hip hop
fukumean,a Gift & a Curse,Gunna,6/16/2023,125040,84,0.119,0.847,0.622,0,0.285,-6.747,0.0903,130.001,0.22,4,1,0,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,2023,hip hop
p angels,a Gift & a Curse,Gunna,6/16/2023,176160,52,0.124,0.894,0.533,0,0.109,-7.861,0.412,120.031,0.392,4,1,0,spotify:track:2k2Z7yadTBdOM8oObjzslj,2023,hip hop
Texas,Texas,BigXthaPlug,11/25/2022,146133,1,0.0128,0.764,0.629,0,0.249,-5.985,0.269,145.046,0.351,4,1,0,spotify:track:5b2vjIrKUkof35ghK511RK,2022,hip hop
Suge,Baby On Baby,DaBaby,3/1/2019,163320,66,0.0608,0.876,0.662,0,0.127,-6.482,0.426,75.445,0.844,4,2,0,spotify:track:2gwkD6igEhQbDQegRCcdoB,2019,hip hop
Ransom,We Love You Tecca,Lil Tecca,8/30/2019,131240,83,0.0204,0.745,0.642,0,0.0658,-6.257,0.287,179.974,0.226,4,7,0,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,2019,hip hop
Blueberry Faygo,Blueberry Faygo,Lil Mosey,2/7/2020,162546,49,0.207,0.798,0.544,0,0.126,-8.112,0.0383,98.997,0.327,4,0,1,spotify:track:67mqtupEG49a5TmGgyO6Xc,2020,hip hop
LOT OF ME,We Love You Tecca 2,Lil Tecca,8/27/2021,123870,78,0.223,0.704,0.537,0,0.122,-8.565,0.302,77.444,0.7,4,0,1,spotify:track:2ZXxRC6V6AXzMdbLQZMHSB,2021,hip hop
BOP,KIRK,DaBaby,9/27/2019,159714,71,0.189,0.769,0.787,0,0.129,-3.909,0.367,126.77,0.836,4,11,1,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,2019,hip hop
Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,Drake,6/15/2019,205426,74,0.101,0.831,0.502,0,0.122,-4.045,0.046,100.541,0.101,4,10,0,spotify:track:5ry2OE6R2zPQFDO85XkgRb,2019,hip hop
Woah,My Turn,Lil Baby,2/28/2020,183011,64,0.0177,0.883,0.599,0,0.179,-5.551,0.248,142.976,0.413,4,11,1,spotify:track:02RCbjb9czvQKNGBmEmWob,2020,hip hop
Pure Water (with Migos),Perfect Ten,Mustard,6/28/2019,192470,71,0.177,0.68,0.559,0,0.344,-5.545,0.127,202.018,0.135,4,0,1,spotify:track:3j84U36KvLeXNDPv4t5pI8,2019,hip hop
VIBEZ,KIRK,DaBaby,9/27/2019,144935,63,0.113,0.768,0.652,0,0.107,-2.708,0.307,154.187,0.777,4,1,0,spotify:track:0fySG6A6qLE8IvDpayb5bM,2019,hip hop
TOES (feat. Lil Baby & Moneybagg Yo),KIRK,DaBaby,9/27/2019,136366,64,0.0794,0.816,0.582,5.84E-06,0.0916,-4.141,0.341,160.004,0.542,4,8,1,spotify:track:2FvD20Z8aoWIePi7PoN8sG,2019,hip hop
Shotta Flow,Cottonwood,NLE Choppa,12/23/2019,160013,65,0.0787,0.891,0.431,2.20E-06,0.0959,-6.732,0.549,120.137,0.447,4,9,1,spotify:track:0VB3YI0Dl6TT3C7mIbHTs4,2019,hip hop
MIDDLE CHILD,MIDDLE CHILD,J. Cole,1/23/2019,213593,78,0.149,0.837,0.364,0,0.271,-11.713,0.276,123.984,0.463,4,8,1,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,2019,hip hop
Mo Bamba,MUDBOY,Sheck Wes,10/5/2018,183906,74,0.194,0.729,0.625,0.00986,0.248,-5.266,0.0315,146.034,0.261,4,4,1,spotify:track:1xzBco0xcoJEDXktl7Jxrr,2018,hip hop
Plug Walk,The World Is Yours,Rich The Kid,3/30/2018,175229,66,0.203,0.872,0.519,0,0.108,-6.531,0.177,95.006,0.154,4,11,1,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,2018,hip hop
Party Girl,Fallin',StaySolidRocky,7/15/2020,147800,72,0.747,0.73,0.439,0,0.0988,-9.864,0.0609,130.09,0.615,4,6,0,spotify:track:3IJYUaN3tx04S4TYyZHKoP,2020,hip hop
Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,12/21/2018,189486,68,0.0153,0.581,0.662,0,0.111,-5.239,0.303,93.023,0.434,4,9,1,spotify:track:1wJRveJZLSb1rjhnUHQiv6,2018,hip hop
Turks (with Gunna & ft. Travis Scott),Good Intentions,NAV,5/8/2020,161319,62,0.0808,0.894,0.618,0,0.558,-4.356,0.129,119.1,0.379,4,7,0,spotify:track:7IMwEtpAiJanqF6vQteZN2,2020,hip hop
Envy Me,Wildboy,Calboy,5/31/2019,120133,61,0.234,0.74,0.488,0,0.241,-7.664,0.27,149.042,0.584,4,1,0,spotify:track:7rvyVWja33WG9R97oeJAjx,2019,hip hop
Sum 2 Prove,My Turn,Lil Baby,2/28/2020,205760,70,0.0169,0.827,0.552,0,0.122,-7.571,0.274,124.011,0.408,4,4,0,spotify:track:5f4Hy5mw5SRaUgXX9c6P5S,2020,hip hop
OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,12/27/2019,157712,75,0.0104,0.802,0.591,0,0.196,-4.895,0.225,139.864,0.309,4,8,1,spotify:track:6gi6y1xwmVszDWkUqab1qw,2019,hip hop
F.N,True 2 Myself,Lil Tjay,10/11/2019,224000,73,0.354,0.567,0.515,0,0.078,-10.265,0.247,120.1,0.321,1,6,0,spotify:track:0RLLvYBopDwooCyvnTwgYu,2019,hip hop
Down Below,Feed Tha Streets II,Roddy Ricch,11/2/2018,224002,69,0.036,0.926,0.454,0.000422,0.0896,-9.932,0.0732,119.969,0.34,4,6,1,spotify:track:4SWWe2OYC4mqf40Gc2RSdl,2018,hip hop
The Box,Please Excuse Me for Being Antisocial,Roddy Ricch,12/6/2019,196652,82,0.104,0.896,0.586,0,0.79,-6.687,0.0559,116.971,0.642,4,10,0,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,2019,hip hop
Kamikaze,Northsbest - Extended,Lil Mosey,10/19/2018,139200,61,0.301,0.792,0.571,0,0.1,-7.539,0.094,99.999,0.556,4,8,0,spotify:track:3to5UxKsozb4T6CfwHuhLJ,2018,hip hop
VALENTINO,DROPPED OUTTA COLLEGE,24kGoldn,11/22/2019,179133,66,0.199,0.746,0.717,0,0.132,-4.841,0.179,150.964,0.523,4,9,0,spotify:track:6piAUJJQFD8oHDUr0b7l7q,2019,hip hop
Life Goes On,Harder Than Ever,Lil Baby,5/18/2018,247054,72,0.0021,0.716,0.541,0,0.115,-7.909,0.149,139.978,0.387,4,1,1,spotify:track:2bSk87AVkCIIC3Bcligq1z,2018,hip hop
Out Of Love (feat. Internet Money),Virgo World,Lil Tecca,9/18/2020,153626,69,0.0847,0.732,0.636,0,0.241,-6.162,0.0497,138.061,0.358,4,7,0,spotify:track:0IJA9KP6rT55jrP1YpTdhx,2020,hip hop
Futsal Shuffle 2020 - Bonus Track,Eternal Atake,Lil Uzi Vert,3/6/2020,198912,55,0.0346,0.879,0.448,0,0.224,-8.57,0.222,136.985,0.278,4,7,0,spotify:track:2fOlBMkWR7lXJfqp5VTbDG,2020,hip hop
Dark Knight Dummo (feat. Travis Scott),LIFE'S A TRIP,Trippie Redd,8/10/2018,256161,71,0.151,0.378,0.817,0,0.149,-3.071,0.0911,121.079,0.257,4,8,0,spotify:track:1pfwOQKJsRRBf6NdYO4Qog,2018,hip hop
Opps On Fire,6locc 6a6y,Lil Loaded,12/6/2019,137142,51,0.0448,0.901,0.617,0,0.0937,-7.884,0.237,125.987,0.782,4,1,0,spotify:track:176CHQCg8fvF0ETAEnQ6z0,2019,hip hop
Shenanigans (feat. Yung Bans),Jasiah I Am,Jasiah,7/19/2019,138243,50,0.137,0.77,0.892,0,0.109,-4.724,0.22,91.123,0.84,4,6,1,spotify:track:6Js9pKLTyVw7xZQ1MIjkVo,2019,hip hop
Mama's Glizzy,Pandemic,Comethazine,3/27/2020,96000,25,0.0488,0.867,0.505,6.40E-06,0.125,-8.587,0.339,149.962,0.71,4,11,1,spotify:track:4V1UbYxNelDGvwcbMyIgeS,2020,hip hop
Go Down (feat. TisaKorean),Love Sick,Don Toliver,2/24/2023,210853,50,0.244,0.611,0.593,0,0.323,-5.484,0.0569,143.446,0.411,4,6,0,spotify:track:2Qr5PWUt8XycAAv338LicY,2023,hip hop
Fashion Killa,LONG.LIVE.A$AP (Deluxe Version),A$AP Rocky,2013,236280,77,0.292,0.801,0.819,0,0.515,-5.189,0.158,139.969,0.811,4,11,1,spotify:track:0O3TAouZE4vL9dM5SyxgvH,2013,hip hop
Gaspar Yanga,Black Habits,D Smoke,2/7/2020,135862,51,0.00843,0.657,0.556,0,0.484,-7.041,0.392,119.977,0.517,5,1,1,spotify:track:5jd4jhBSIU14CKHN7gGl7x,2020,hip hop
Watch (feat. Lil Uzi Vert & Kanye West),Watch (feat. Lil Uzi Vert & Kanye West),Travis Scott,5/4/2018,217405,59,0.0372,0.706,0.559,0,0.379,-5.216,0.0416,78.534,0.252,4,4,0,spotify:track:3DoBTwfr8yi2LN08SBpFkN,2018,hip hop
Change,4 Your Eyez Only,J. Cole,12/9/2016,331480,66,0.666,0.74,0.523,0.00142,0.0968,-10.753,0.233,97.063,0.235,4,11,0,spotify:track:3pjUyVbFmM96tYhSaKJwTt,2016,hip hop
Lemon (feat. Drake) - Drake Remix,Lemon (feat. Drake) [Drake Remix],N.E.R.D,3/18/2018,226106,52,0.000738,0.777,0.657,3.34E-06,0.0932,-6.434,0.237,189.992,0.245,4,1,1,spotify:track:739vCwA3EpBSkk3uDsI2wB,2018,hip hop
Malibu (feat. Polo G),Culture III,Migos,6/11/2021,248651,50,0.514,0.831,0.719,0,0.0675,-6.836,0.235,155.038,0.859,4,10,1,spotify:track:3v1zVVdzNVNt7vmI9VG2gq,2021,hip hop
AP - Music from the film Boogie,AP (Music from the film Boogie),Pop Smoke,2/26/2021,171891,57,0.152,0.751,0.744,0.000568,0.252,-6.859,0.177,148.014,0.634,4,1,1,spotify:track:17vGPZ5EsdvtgAOCD4FLWI,2021,hip hop
Big Dawgs,Big Dawgs,Hanumankind,7/9/2024,190666,90,0.0235,0.464,0.745,0,0.363,-3.202,0.161,180.098,0.262,4,4,0,spotify:track:0OA00aPt3BV10qeMIs3meW,2024,hip hop
GHOST,Confetti,Jack Harlow,9/19/2019,140996,43,0.000258,0.828,0.533,0,0.108,-6.067,0.166,191.014,0.467,4,11,1,spotify:track:6ki0Gavv009DU2nBvtzzjb,2019,hip hop
Ultimate,Ultimate,Denzel Curry,1/1/2015,189974,60,0.095,0.493,0.826,3.42E-06,0.252,-3.106,0.311,112.865,0.75,4,9,1,spotify:track:6R0GRYk2vs2XuBVemYK5YZ,2015,hip hop
Shimmy,Limbo,Aminé,8/7/2020,134142,44,0.382,0.474,0.878,0,0.266,-4.308,0.47,172.281,0.766,4,5,0,spotify:track:1PlitoLAYkgjm8YIg79ouK,2020,hip hop
SUMO | ZUMO,TA13OO,Denzel Curry,7/27/2018,227373,50,0.25,0.822,0.861,7.00E-05,0.164,-8.846,0.0832,123.964,0.548,4,11,1,spotify:track:7EHAXZenBzmGCpccWCyg8z,2018,hip hop
Spectrum,"And After That, We Didn't Talk",GoldLink,11/6/2015,191093,34,0.206,0.727,0.616,0,0.098,-11.139,0.318,117.54,0.483,4,7,0,spotify:track:2LvpVkv0z8oFMcc048FfJd,2015,hip hop
SPEEDBOAT,ZUU,Denzel Curry,5/31/2019,222533,50,0.0604,0.925,0.628,0,0.358,-7.587,0.131,120.021,0.81,4,6,1,spotify:track:2FTOLKjQUswhpdMFq15Raf,2019,hip hop
I.Crawl,Because the Internet,Childish Gambino,12/10/2013,209473,54,0.0448,0.59,0.541,6.40E-06,0.122,-8.818,0.0388,132.952,0.335,4,6,1,spotify:track:6Wkehibq4hvtIoO75H43OR,2013,hip hop
TIL FURTHER NOTICE (feat. James Blake & 21 Savage),UTOPIA,Travis Scott,7/28/2023,314836,76,0.174,0.65,0.659,0.00772,0.126,-6.522,0.123,76.985,0.154,4,3,0,spotify:track:76gcXhY3Zv6wW0BTe9nHJo,2023,hip hop
DUCKWORTH.,DAMN.,Kendrick Lamar,4/14/2017,248613,73,0.0536,0.552,0.731,0,0.258,-6.873,0.615,174.516,0.632,4,7,1,spotify:track:0y9uTzK9cNKSAEHnpeRG8C,2017,hip hop
TORE UP,HARDSTONE PSYCHO,Don Toliver,6/14/2024,126986,82,0.0012,0.534,0.819,0.0011,0.112,-4.329,0.038,154.994,0.0806,4,11,1,spotify:track:1jKXjxMWlq4BhH6f9GtZbu,2024,hip hop
Texas Cyclone,Sauce Ghetto Gospel 2,Sauce Walka,12/6/2019,132071,53,0.0638,0.746,0.64,0,0.195,-4.466,0.0403,135.957,0.364,4,7,1,spotify:track:2oFdrFpXDgPcszmfWaKboI,2019,hip hop
sweet sweet,Birds In The Trap Sing McKnight,Travis Scott,9/16/2016,222317,62,0.0859,0.733,0.578,1.19E-06,0.403,-5.245,0.0417,142.028,0.447,4,0,0,spotify:track:01Ch5LzVStxCFPKkT1xg6k,2016,hip hop
The Motion,Care Package,Drake,8/2/2019,240956,59,0.371,0.631,0.788,0.000317,0.108,-7.142,0.102,157.769,0.544,4,4,0,spotify:track:0Tacxc5lDJ8LwiO1pWNSl8,2019,hip hop
King Kunta,To Pimp A Butterfly,Kendrick Lamar,3/16/2015,234693,73,0.00589,0.884,0.657,0,0.154,-4.569,0.0977,107.059,0.489,4,6,0,spotify:track:0N3W5peJUQtI4eyR6GJT5O,2015,hip hop
POSTED IN THE DVRK,DRAIN THE SWAMP,Lil Darkie,12/25/2018,155000,43,0.561,0.715,0.932,0,0.939,0.112,0.397,156.143,0.86,4,11,1,spotify:track:1n5VXJ8VamAUhqMXHgn279,2018,hip hop
Not Like Us,Not Like Us,Kendrick Lamar,5/4/2024,274192,91,0.0107,0.898,0.472,0,0.141,-7.001,0.0776,101.061,0.214,4,1,1,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,2024,hip hop
The Motto,Take Care (Deluxe),Drake,11/15/2011,181573,72,0.000107,0.766,0.442,6.12E-05,0.111,-8.558,0.356,201.8,0.39,4,1,1,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,2011,hip hop
You (feat. Travis Scott),Life of a DON,Don Toliver,10/8/2021,213637,71,0.409,0.782,0.528,7.89E-05,0.0999,-6.035,0.0532,117.977,0.389,4,1,0,spotify:track:4qS2KPWvsQzLvRa9oCHw41,2021,hip hop
BURN,VULTURES 1,¥$,2/9/2024,111458,48,0.0157,0.6,0.885,6.02E-06,0.856,-6.21,0.393,105.003,0.736,4,11,0,spotify:track:04CyMEHliadfQWMUJb1w99,2024,hip hop
