Song Name,mfccs_mean_0,mfccs_std_0,mfccs_mean_1,mfccs_std_1,mfccs_mean_2,mfccs_std_2,mfccs_mean_3,mfccs_std_3,mfccs_mean_4,mfccs_std_4,mfccs_mean_5,mfccs_std_5,mfccs_mean_6,mfccs_std_6,mfccs_mean_7,mfccs_std_7,mfccs_mean_8,mfccs_std_8,mfccs_mean_9,mfccs_std_9,mfccs_mean_10,mfccs_std_10,mfccs_mean_11,mfccs_std_11,mfccs_mean_12,mfccs_std_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
Crushes,-74.9546,87.272095,91.03402,36.51968,-2.4753878,23.592133,21.15195,23.56662,10.862539,13.5008955,1.4131958,12.075875,-5.9310584,13.77475,2.234432,11.643093,-5.3195453,10.474821,3.614106,10.939846,-5.725003,11.230631,-3.21243,10.3935995,-2.8847687,8.124988,0.35501078,0.29291227,0.36101905,0.3280049,0.47367454,0.40220723,0.34159714,0.42133448,0.3154161,0.4008526,0.30183446,0.38754666,0.3001455,0.25383547,0.3238263,0.25867155,0.35444376,0.33180884,0.28408724,0.35003147,0.23645447,0.33442944,0.23999783,0.3122646,Credit Cards & Broken Hearts,Koko Love,2021-02-10,151877,0,0.145,0.696,0.644,0.0,0.0704,-5.697,0.0582,135.016,0.706,4,0,1,spotify:track:4vL3v39T55ghs1V9wB641g,2021
Cry (with John Martin),-69.06525,85.630486,90.833115,36.009525,-9.474596,20.107414,18.275208,18.00289,12.169189,12.501767,8.308688,11.115507,-0.31854275,11.181651,4.027558,8.76917,-2.1660762,10.552347,6.4823575,9.496956,-1.2715728,8.108103,2.2051303,8.401485,-1.3212192,7.990229,0.4195447,0.51083505,0.2548538,0.32968172,0.22870868,0.33966652,0.2700618,0.2827807,0.4341078,0.29321486,0.35190162,0.25374794,0.30455992,0.36772284,0.20796223,0.3342955,0.19976446,0.3222658,0.27292624,0.24499983,0.3429137,0.23157409,0.32071868,0.21631546,Cry (with John Martin),Gryffin,2020-07-30,218401,42,0.0155,0.458,0.802,0.0,0.0706,-3.914,0.0416,145.135,0.51,4,1,1,spotify:track:1TF8rXy87zrnpBlS9TLykA,2020
cry.,-151.67389,93.12259,96.6165,52.66072,16.420471,34.47741,29.146566,21.573048,4.420706,20.148859,5.658304,16.240826,3.497603,13.205834,-5.3537626,12.941611,-1.039732,11.160789,-1.8439213,9.5447,-7.257715,10.220414,-5.1020384,10.327629,-9.423276,10.089694,0.40425494,0.34048167,0.37221348,0.29244256,0.31803524,0.33157304,0.29886693,0.434812,0.38464436,0.5292705,0.4178327,0.333173,0.33933625,0.2759433,0.34959763,0.25843862,0.2710046,0.29509532,0.25192836,0.35457477,0.29176182,0.36837533,0.32426777,0.27546105,cry.,Kitty Purrnaz,2020-02-14,216000,30,0.709,0.9,0.453,0.00344,0.395,-8.322,0.0688,120.05,0.579,4,5,1,spotify:track:45DuBvXgIRhfxwdvRXlSdO,2020
curious/furious,-62.485687,104.6901,99.755806,44.247383,-10.784156,31.590876,14.109446,20.8275,-0.58156914,14.350298,1.7608969,18.420351,-1.1866014,14.520472,-3.2829027,14.348649,2.2472546,11.422604,1.9434745,12.4615965,-7.404619,11.949084,3.1620839,11.3371935,-9.581068,10.737668,0.2236071,0.29289728,0.2522257,0.34826452,0.2955128,0.31387302,0.40700552,0.32627702,0.4049159,0.29548097,0.419806,0.3310068,0.21118061,0.28831974,0.23108853,0.32429007,0.2775508,0.27051857,0.35054553,0.26547578,0.3601239,0.24564777,0.3434524,0.2982447,curious/furious,WILLOW,2022-09-09,184905,38,0.0653,0.547,0.751,0.0,0.11,-11.43,0.0496,142.031,0.693,4,8,0,spotify:track:27dTFzAAiUrJ2C2hxRcCd5,2022
Cutting Shapes,-1.9296522,76.47539,83.43227,25.936945,-10.6637745,20.388096,18.345806,13.034924,7.233067,13.607783,4.5066075,9.857232,-3.248317,9.702099,10.052516,7.8749423,-2.005104,8.906106,5.046975,7.752636,2.0683873,8.090603,2.6826613,6.559285,-2.3398306,7.026572,0.47175816,0.3653961,0.37980598,0.36987513,0.557382,0.43639514,0.3960316,0.49339837,0.4687969,0.6013769,0.4244568,0.41319963,0.31540433,0.24712197,0.27761495,0.21692827,0.3007038,0.2688103,0.26131725,0.30671108,0.27543375,0.34211048,0.25990042,0.2650757,Past.Present.Future.,Don Diablo,2017-02-06,179047,48,0.0254,0.715,0.914,0.0,0.0961,-3.87,0.214,125.826,0.565,4,0,1,spotify:track:3hENlPbIlUZXQ3MiosF87Q,2017
D (Half Moon),-66.279175,103.41015,99.17562,29.51287,-2.6004043,32.140415,9.718833,35.675964,-6.9217887,21.4139,0.859675,16.850151,-2.8177705,11.168572,0.8567771,12.382194,-4.148783,11.624907,3.191386,10.937648,1.328748,8.065567,4.6193624,7.874393,-3.640494,7.929951,0.4016234,0.3047305,0.4364657,0.35814616,0.45579717,0.2841122,0.25958812,0.3961171,0.32136136,0.38764492,0.2839021,0.336033,0.32984197,0.24322538,0.35225898,0.2793745,0.3447568,0.261982,0.23857483,0.34353015,0.27967077,0.34456038,0.26229304,0.27324358,130 Mood : TRBL,DEAN,2016-03-25,229359,59,0.246,0.512,0.765,0.0,0.0573,-5.252,0.136,169.709,0.519,4,7,1,spotify:track:3uA8SjMyDtwtt0jLPMQbVD,2016
Daisies,-85.61406,102.22287,78.159546,36.36503,-2.1974804,26.442396,3.6952205,24.411345,-6.6463976,16.326132,-6.079999,15.8152685,-12.613239,14.701375,-5.3288283,14.839616,-7.343364,13.8257475,-2.3898036,12.347784,-4.0659,11.061003,-2.2372344,12.060459,-8.418143,12.472681,0.2209026,0.23788676,0.1975519,0.32393038,0.4587889,0.2877859,0.51420856,0.2883265,0.3774841,0.2651093,0.25362936,0.42481524,0.2239495,0.26301798,0.22876957,0.2776716,0.3600106,0.20301354,0.38025856,0.22415528,0.35143957,0.26894704,0.23871192,0.35948616,Daisies,yetep,2022-07-05,219870,21,0.297,0.316,0.582,0.0,0.387,-7.653,0.0601,154.786,0.206,4,4,1,spotify:track:67k9neQm9nlnMnejMpRXSN,2022
Damage,-127.36605,117.41216,100.40067,49.136047,18.8766,28.700487,21.470924,19.58297,13.801041,16.231981,4.245027,15.091866,2.4356043,15.1952305,-0.8111412,11.779272,-2.673001,11.183221,3.0034122,12.888745,-3.89406,10.557422,2.4137428,10.733992,-2.0531256,9.525242,0.25643256,0.4518463,0.34058687,0.37456295,0.33892214,0.45277277,0.4011058,0.34093428,0.43547913,0.31551918,0.42570752,0.25481263,0.22421908,0.35148323,0.27215284,0.33868447,0.26897418,0.33934572,0.31076756,0.29187435,0.34704703,0.23870149,0.3468132,0.21555421,Damage,H.E.R.,2020-10-21,223414,55,0.113,0.646,0.696,0.0,0.115,-6.505,0.065,81.336,0.18,4,1,1,spotify:track:0KS2h61pHQ4WmOwruD7uxD,2020
Dance Monkey,-105.44029,73.02142,87.46991,35.96191,24.498404,20.963207,19.659658,15.371449,9.3593,14.918841,-0.37758604,16.550993,0.2688201,12.44978,-3.7410686,12.331899,0.77666736,10.733568,-0.8923907,11.719005,1.0612552,9.707223,-0.4172459,10.178802,-8.509732,10.9622,0.454136,0.23728278,0.2378346,0.23233965,0.3390771,0.3019844,0.3659529,0.40280235,0.38253284,0.577502,0.39235926,0.5078511,0.33057448,0.22486456,0.27500215,0.23036979,0.30070075,0.2800796,0.2931966,0.30969435,0.24743752,0.37314177,0.23429789,0.34338564,Dance Monkey,Saxena,2023-08-25,168679,51,0.348,0.585,0.702,1.59e-06,0.216,-10.155,0.193,105.999,0.423,4,9,0,spotify:track:7sf5qECiu6Df29hLweu5Pr,2023
Dance No More (with Kaleena Zanders),-57.696266,102.92852,66.733795,50.94359,-3.8932862,28.916788,22.424965,19.979742,4.6743627,16.092241,16.229792,17.567663,4.1804266,14.202031,8.740244,12.692439,0.21340452,11.624173,6.6429415,11.2412,-3.044259,9.861202,0.11298181,9.438534,-0.9078265,10.395345,0.45374006,0.4999375,0.39414296,0.3913363,0.38986498,0.51154107,0.42622238,0.4057314,0.52153414,0.5561329,0.73081315,0.5508238,0.2897697,0.33157635,0.27471566,0.291216,0.26019672,0.3025402,0.2724641,0.27864456,0.30390036,0.27646774,0.29921412,0.2627006,Dance No More (with Kaleena Zanders),Sunday Scaries,2023-08-25,202657,58,0.0194,0.809,0.903,0.832,0.115,-5.122,0.166,127.015,0.796,4,10,0,spotify:track:7gDgphzQU0urJU3AtoLJup,2023
Danger Days,-63.80726,98.13454,49.43794,31.802183,-2.5675557,21.093483,12.371638,21.912464,-4.29826,15.823525,7.7994924,17.312658,1.0816481,14.518422,4.008782,12.952155,-3.958143,11.713423,4.6360345,11.358186,1.3751994,14.982301,6.4859247,13.192396,-0.046640657,9.592083,0.4906953,0.34175655,0.27858543,0.3043779,0.4366064,0.5706369,0.35075453,0.31609952,0.3649042,0.29735082,0.33987024,0.35272864,0.34806702,0.27308849,0.2531391,0.2598565,0.32177222,0.36158606,0.2635906,0.26552293,0.30222744,0.24858367,0.29564685,0.25824907,Danger Days,Yellow Claw,2019-03-08,178219,25,0.0125,0.549,0.855,0.64,0.536,-5.936,0.0668,154.99,0.351,4,5,0,spotify:track:6QtHFf8596NM5x7Y4eruD6,2019
Dangerous (feat. Jeremih and PnB Rock),-136.19868,109.06905,83.558304,44.058952,24.769882,35.980293,26.321146,25.309088,11.995721,20.594927,10.771181,18.781761,-0.6858309,15.304781,2.5955737,14.398534,-3.2502952,14.878126,5.7511077,13.002887,2.8407254,11.273471,3.5666537,9.881947,2.1247487,9.778937,0.40817437,0.33098584,0.38690546,0.38555136,0.58382386,0.50126845,0.417464,0.45714274,0.41253546,0.4695616,0.39165986,0.39648655,0.30975094,0.24710494,0.3097688,0.2479556,0.32694724,0.31899247,0.27814955,0.316675,0.29300198,0.33510286,0.29801136,0.29021892,Championships,Meek Mill,2018-11-30,233749,64,0.0467,0.734,0.493,0.0,0.0477,-7.528,0.308,86.043,0.562,4,0,1,spotify:track:3lb5fWSG2p7x8ik8HN9oFR,2018
Dangerous Woman,-68.959816,111.631454,78.85465,28.254587,-14.663626,25.125322,10.246123,18.167566,-4.5464683,14.771711,4.227585,14.662689,3.146015,10.943441,-1.0693829,14.16785,6.878827,10.286643,8.076751,10.770587,-5.8630323,12.030842,4.0926294,9.215341,-2.2244704,9.2059765,0.3181704,0.30765244,0.39166564,0.3080326,0.4198547,0.24254642,0.26945373,0.41223335,0.29117516,0.3804538,0.32141477,0.4575287,0.30475003,0.27180555,0.3230359,0.24270912,0.36257574,0.24209107,0.2538273,0.35712054,0.23857245,0.34430966,0.24896374,0.34558728,Dangerous Woman,Ariana Grande,2016-05-20,235946,69,0.0529,0.664,0.602,0.0,0.356,-5.369,0.0412,134.049,0.289,3,4,0,spotify:track:6RUhbFEhrvGISaQ8u2j2JN,2016
Dani California,8.0716505,79.55202,59.389244,20.541824,3.9432702,17.91844,34.78625,12.209621,3.066891,11.445658,12.023601,8.515883,-3.5927527,10.2746525,8.517511,7.7116446,-1.9855257,9.284363,3.5901687,7.856967,-1.6568016,7.0386047,0.11251486,6.62665,-1.4503828,6.902767,0.45630312,0.3966928,0.4981489,0.40462857,0.43427455,0.36281407,0.37808412,0.4370431,0.43212658,0.55839545,0.39218536,0.40928242,0.31888142,0.23820733,0.32733515,0.24114978,0.284604,0.24495889,0.24976553,0.30001992,0.2589732,0.32658887,0.24693823,0.28960678,Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,282160,78,0.0193,0.556,0.913,8.59e-06,0.346,-2.36,0.0437,96.184,0.73,4,0,1,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,2006
Danza Kuduro - Tiësto Remix,-34.81409,89.88997,67.83895,41.380123,-3.5773792,27.2647,24.57377,16.227446,3.257438,14.500641,16.9661,11.864676,6.8841443,11.323263,10.149052,11.167087,2.2784252,10.46385,7.964971,9.801381,0.7686581,9.280785,5.933361,8.483331,1.0547122,8.639451,0.5580139,0.4435062,0.47471458,0.42649835,0.5417253,0.45208442,0.43322524,0.54311454,0.5143461,0.61044586,0.5127407,0.5624087,0.289133,0.24283239,0.3049568,0.24957865,0.30044055,0.28133753,0.26855692,0.27827334,0.26267695,0.32648632,0.2785843,0.26056337,Danza Kuduro (Tiësto Remix),Don Omar,2024-04-12,218880,57,0.00269,0.816,0.808,0.919,0.0942,-5.042,0.0433,125.006,0.486,4,9,0,spotify:track:64tld7huCbqobyTfV5oBZR,2024
Dark Horse,-75.15432,95.073204,91.284134,31.389357,4.34714,23.111578,20.460915,18.167368,13.720555,18.451334,10.451382,14.033478,1.5618927,12.880252,8.475346,13.099511,5.767681,12.317537,5.6387258,11.676479,-1.5115099,10.800045,7.5678024,9.697243,2.6803832,10.329147,0.5999568,0.5060578,0.3051319,0.28745607,0.25432864,0.34783044,0.3021488,0.36701655,0.4983357,0.50310177,0.5975406,0.5324652,0.31899363,0.28373736,0.23700513,0.2900302,0.22529294,0.29458326,0.23929077,0.2441095,0.3026223,0.28679952,0.333102,0.32459983,PRISM,Katy Perry,2013-01-01,215672,79,0.00314,0.647,0.585,0.0,0.165,-6.123,0.0512,131.934,0.353,4,6,1,spotify:track:4jbmgIyjGoXjY01XxatOx6,2013
Dark Knight Dummo (feat. Travis Scott),-5.7475924,65.57338,94.65861,33.46441,-0.78819793,26.235693,6.956138,17.40311,9.624223,14.850421,0.10896691,14.302789,-1.609317,11.307344,9.642981,11.22794,-4.4289737,9.909264,8.715521,10.881686,-1.4734114,11.039631,1.593699,9.64654,-1.8315955,8.30151,0.3614529,0.2945724,0.29550663,0.4899058,0.39494437,0.56744015,0.36609873,0.288568,0.37481606,0.34731612,0.4412379,0.36414,0.28009674,0.25884908,0.21867281,0.34569082,0.2478604,0.33249807,0.26511386,0.24034847,0.30141288,0.25571376,0.3103632,0.28190956,LIFE'S A TRIP,Trippie Redd,2018-08-10,256161,71,0.151,0.378,0.817,0.0,0.149,-3.071,0.0911,121.079,0.257,4,8,0,spotify:track:1pfwOQKJsRRBf6NdYO4Qog,2018
Darl+ing,-108.19543,137.65778,80.31222,40.298683,25.89335,23.596174,12.155045,19.353865,10.412721,12.962532,9.153644,13.025189,0.9996187,12.626724,5.685542,9.834568,-1.3961903,9.341153,8.900253,10.191566,0.67754096,8.702403,2.7011986,8.517877,-1.1884804,7.819545,0.44270086,0.31915015,0.38122833,0.32749897,0.424353,0.3806437,0.3469108,0.46283266,0.34789267,0.34861338,0.29770467,0.35056973,0.34972277,0.25197667,0.3387466,0.25521752,0.33823255,0.32395524,0.2738236,0.33460632,0.26011992,0.31923968,0.26085728,0.29183096,Darl+ing,SEVENTEEN,2022-04-15,176546,59,0.296,0.71,0.686,0.0,0.492,-4.926,0.0713,96.06,0.483,4,0,1,spotify:track:6vo0dV9t7PCQZKsLFwVwZ5,2022
dashstar* - VIP,14.860069,78.463554,53.425137,33.833775,-5.654742,29.604536,16.129654,17.309702,-4.5978208,15.285689,5.329698,14.259621,0.5635181,13.067926,7.015944,12.831473,-2.0002694,10.535938,2.9532683,9.549055,-1.6847801,9.756407,3.7399223,9.567302,-0.6533764,9.655849,0.4601597,0.41546577,0.47102883,0.51545024,0.607907,0.5021683,0.49360904,0.5381557,0.50057477,0.5041364,0.4605362,0.5167991,0.2977093,0.2560273,0.26258728,0.2724377,0.29869148,0.29432628,0.26708663,0.2771382,0.26756224,0.29223457,0.25560227,0.26935455,dashstar* (VIP),Knock2,2022-07-29,140481,61,0.0162,0.58,0.968,0.294,0.354,-2.803,0.0807,126.023,0.0599,4,5,1,spotify:track:4FKRT4uPFx2L4exy9DCs1o,2022
Day That I Died,-109.18157,118.19174,105.622925,49.086674,29.315332,21.09856,7.3241043,15.201993,11.396942,13.117895,9.077143,10.443914,-5.218147,12.336269,-1.9921613,10.6597595,-1.6017278,10.991286,-0.50133604,10.118266,-4.111028,9.644549,-3.4314642,9.182497,-3.373059,9.70996,0.22524273,0.25745973,0.21315587,0.3874837,0.23042431,0.14718936,0.26017958,0.26060504,0.28899354,0.20733762,0.29289886,0.36059457,0.21997824,0.33219486,0.21515341,0.3826716,0.28290337,0.18953592,0.31267393,0.2638849,0.35046345,0.23662044,0.28553674,0.36362824,Day That I Died,WOOSUNG,2024-08-28,207293,50,0.817,0.416,0.327,0.0,0.0814,-7.309,0.0296,82.066,0.262,4,8,0,spotify:track:4p6MZZx5zusaVnlzclH8Ut,2024
Daylight,-202.76982,87.526825,117.15288,41.212864,18.014418,27.941095,21.120115,24.803331,19.96158,18.664171,3.6412878,17.0686,-2.230666,15.253595,0.040988244,15.338972,-2.401406,13.179459,3.8733678,12.716004,-4.966239,14.230284,-2.548501,12.203022,-1.5530162,10.750225,0.3443411,0.3712636,0.31923002,0.3717025,0.41728708,0.30216894,0.35731676,0.33734655,0.46848536,0.38514462,0.30410036,0.3435499,0.30627754,0.32108465,0.28933275,0.31937277,0.34740737,0.27074334,0.34103152,0.26988623,0.35692778,0.3245168,0.26083392,0.30751252,Daylight,JAIE,2019-08-02,239307,0,0.544,0.688,0.237,1.8e-05,0.155,-14.109,0.0408,129.968,0.183,4,9,1,spotify:track:1wcKxD2fwxu0yK5SGqVJNo,2019
DAYLIGHT,-64.14688,98.872086,76.083725,37.933582,23.850151,25.499031,33.92402,18.362917,13.8095045,15.587096,8.161872,17.3764,-3.049208,12.875863,12.62522,11.958754,-3.360604,10.415951,4.5596294,9.572967,1.6093391,9.110823,2.8900802,7.8581276,-0.59468997,7.7950225,0.5096504,0.42939082,0.39931253,0.40209836,0.50678855,0.46366712,0.5176981,0.580622,0.49407637,0.4706632,0.46492937,0.52866554,0.32005316,0.25816754,0.25715336,0.26026496,0.337444,0.30786446,0.28769052,0.28578582,0.26556325,0.3232334,0.25902036,0.29483148,DAYLIGHT,TELYKAST,2019-12-09,154838,38,0.00555,0.725,0.662,0.00755,0.361,-5.628,0.0306,125.026,0.408,4,7,1,spotify:track:4Yofykr3pfx4t10HAI7Pj9,2019
DEAD MAN WALKING,-216.06595,115.736465,70.929474,42.713207,-1.1540732,24.513865,18.183647,17.753992,3.1535501,15.098631,2.0390737,15.299605,-0.86156464,13.052179,-0.19507037,13.718172,-1.1794285,13.706957,3.4216673,12.215649,-5.77573,11.869312,1.717472,10.436004,-2.390482,11.977838,0.30988693,0.2207701,0.2734906,0.3273532,0.43941635,0.3245823,0.2828045,0.35188723,0.33099523,0.3556235,0.24266142,0.40092567,0.30921844,0.2557684,0.28517252,0.29407993,0.35211283,0.32202244,0.25068584,0.3095511,0.29648226,0.35002118,0.2464224,0.36311606,WASTELAND,Brent Faiyaz,2022-07-08,247079,71,0.303,0.51,0.272,0.0,0.0958,-13.763,0.0557,143.984,0.435,4,9,0,spotify:track:2c2tlXfEmLgUNvxngIi1qL,2022
Dead or Alive,-36.891514,56.263218,81.24337,31.930677,22.646294,26.159567,17.332619,17.54014,7.0985,14.390679,11.338377,13.96821,4.0940824,11.457728,14.883966,13.358952,1.730726,11.321895,16.309692,10.681016,2.2756062,9.590323,10.530673,8.629761,5.5571647,8.895939,0.45657706,0.4002612,0.45066097,0.5557808,0.71111745,0.6603502,0.69358253,0.64881974,0.590186,0.605364,0.5124689,0.58056694,0.25545755,0.22456329,0.22433448,0.22852807,0.26793328,0.28253198,0.2582927,0.2464403,0.25483656,0.27487415,0.20352252,0.27049696,TEC,Lil Tecca,2023-09-22,122487,58,0.000412,0.667,0.774,0.0,0.122,-5.008,0.0473,144.999,0.407,4,0,1,spotify:track:5itTZ7kNRBl65Nn1QO9Ax9,2023
DEATHMATCH,50.201828,74.91674,74.353455,36.96125,-8.954718,27.31778,20.127878,17.472578,-0.37143114,13.951115,10.96555,13.401333,2.3017552,11.646454,6.9907956,9.730379,1.2078822,9.606136,4.268627,7.974158,-0.64222103,8.097088,4.929965,7.5381846,-1.4190886,7.809202,0.5042109,0.5097682,0.5002757,0.5900963,0.6383224,0.61455125,0.5501939,0.5230074,0.52087164,0.5863917,0.5622809,0.49681175,0.27799696,0.26114932,0.24980932,0.2684933,0.27516803,0.26938578,0.25771078,0.25148907,0.2565924,0.27648932,0.26933184,0.26291585,DEATHMATCH,SVDDEN DEATH,2020-03-30,205714,35,0.0125,0.53,0.988,0.0149,0.144,-0.319,0.134,140.007,0.134,4,1,0,spotify:track:4UAVQkAmkXZ8T9mAQDJW8C,2020
Debut,-49.526306,91.62799,62.75832,30.131107,18.161211,26.924479,23.729486,19.795855,13.467876,16.55061,10.809271,15.413134,12.626472,13.690401,3.962986,13.846734,8.160599,12.15147,11.831299,10.685305,0.026391556,9.690311,5.33057,8.476156,-0.023977645,9.26839,0.46643862,0.4700725,0.48098254,0.543436,0.53596264,0.576785,0.57627434,0.48043132,0.47022966,0.48513985,0.63081884,0.52293897,0.26822633,0.2642415,0.25764266,0.31402427,0.3316785,0.3179805,0.3000513,0.2583146,0.26291913,0.24657887,0.2869481,0.27954024,Debut,KATSEYE,2024-06-28,123281,74,0.00999,0.866,0.604,0.0,0.218,-4.286,0.0763,121.99,0.714,4,11,1,spotify:track:58AZXyKRlsMBMcrRjpJpVG,2024
Decimate,25.558764,91.43742,59.712215,35.992718,4.088172,20.202606,20.277754,14.745704,1.7453747,12.38745,11.99714,11.296899,4.2607822,8.272334,9.977982,8.491433,5.123234,8.009355,8.404286,9.061549,3.3638377,8.467545,7.625226,7.8609343,2.2525413,7.049464,0.56801075,0.5550998,0.60973865,0.63929045,0.6359558,0.61726844,0.58589065,0.58862144,0.59930134,0.5668895,0.56620383,0.59481263,0.25447252,0.24452026,0.25686717,0.26760328,0.26539835,0.26973155,0.25216284,0.25565198,0.25653136,0.2515931,0.2456249,0.26034254,Onyx,Excision,2022-01-13,221584,41,0.001,0.334,0.943,0.0317,0.194,-1.601,0.381,75.115,0.164,4,8,0,spotify:track:53tle6oD033sTLrg27RQmY,2022
Deep,-177.28639,101.90897,113.476585,42.442944,31.000984,32.497223,27.770506,22.664034,8.920488,19.304895,2.6092043,19.14488,10.334533,16.580307,-4.872294,17.445997,4.901929,12.939615,3.2655826,13.8730345,-4.7620378,12.777783,0.4560926,12.509625,-7.5082574,10.921541,0.23548366,0.28232327,0.2900903,0.40050265,0.34594938,0.34545994,0.41083738,0.40053922,0.572296,0.44770038,0.40829852,0.31317413,0.21696672,0.29283673,0.2526951,0.33845314,0.3122084,0.33141553,0.32368177,0.26727378,0.37318972,0.311352,0.32438174,0.26355636,Last Day Of Summer,Summer Walker,2018-10-19,92093,74,0.626,0.646,0.335,1.3e-05,0.107,-9.915,0.247,167.927,0.419,4,3,0,spotify:track:3LfHBTYZBTqmz43tvVXJBd,2018
Deep Blue,-65.60643,118.32752,103.01851,47.48593,-14.008185,23.700676,14.875846,20.962282,2.2011373,12.275344,-3.9908626,12.443073,-8.187565,13.013307,-4.636189,13.836532,-2.1299481,11.278994,-3.5567262,11.766745,-6.9924164,10.97135,-2.7103686,10.900482,-12.665914,11.668224,0.26844546,0.40995264,0.2548751,0.35215908,0.29753518,0.29073393,0.54781604,0.25091377,0.29440588,0.22513328,0.4099449,0.4119143,0.21478707,0.36673534,0.21534519,0.3134722,0.28682134,0.20771332,0.35013485,0.17810461,0.28369322,0.20066805,0.31290045,0.3360769,Pages,William Black,2019-08-22,201600,0,0.566,0.564,0.722,1.26e-06,0.323,-5.453,0.0444,150.04,0.244,4,11,1,spotify:track:5v51fJZB0MEfhdg4RBR7jK,2019
Deep Down Low,-38.32965,121.15851,68.661766,39.792236,-3.3249214,28.311798,13.050114,18.273672,10.156174,16.599514,13.598087,13.8608885,-0.8722485,13.228777,4.3891597,11.613472,0.49232838,11.150317,3.8216558,13.328394,-4.0936327,8.936473,4.612966,8.298884,3.3819544,9.064124,0.5139534,0.5393582,0.5764547,0.46927905,0.49256364,0.495145,0.4796318,0.52316254,0.5235349,0.5404421,0.5715216,0.59764475,0.24138679,0.2795286,0.2927888,0.26013994,0.2832103,0.31005815,0.28536722,0.2842691,0.2835638,0.30505812,0.27954385,0.2830033,Deep Down Low,Valentino Khan,2015-07-10,190476,0,0.00371,0.794,0.896,0.615,0.0876,-1.514,0.0677,125.999,0.5,4,5,0,spotify:track:46rZgRYU1H5Xnv0n75OGis,2015
Delilah (pull me out of this),-99.72588,105.68754,84.29551,37.271458,-17.137936,31.618029,8.428094,21.747023,-14.334952,19.924799,-3.3693538,22.089598,-13.740184,15.973475,-4.760911,15.3700285,-13.280131,14.1363325,-5.4793086,13.230941,-13.456456,13.628141,-9.678097,14.393696,-8.528383,12.427035,0.43049335,0.36334687,0.5222632,0.37124583,0.31330028,0.40613288,0.32444167,0.40565962,0.32296857,0.46534434,0.54596174,0.38059738,0.35088196,0.25808543,0.3521368,0.29700667,0.26808226,0.31662357,0.237766,0.30814108,0.26362386,0.3064447,0.33540586,0.26414955,Actual Life 3 (January 1 - September 9 2022),Fred again..,2022-10-28,250702,71,0.138,0.685,0.827,0.00207,0.374,-7.745,0.224,133.93,0.586,4,10,1,spotify:track:5w9upngVRHNjdZcRC7Xxr2,2022
Demisaur,37.689034,94.75657,63.098495,33.796505,5.873836,17.070387,23.05945,13.88742,4.757705,11.502463,8.855335,10.872999,3.107692,10.373647,10.293862,8.641774,-0.39542446,8.807149,5.141319,6.9180636,0.45777956,6.7206016,3.7754302,6.9879866,0.964097,7.2350974,0.54937357,0.52868307,0.55194277,0.57719415,0.56820446,0.56273174,0.54569703,0.5057292,0.49747652,0.56913406,0.68516713,0.58307296,0.28495714,0.27107736,0.2765916,0.27598348,0.2814258,0.2870979,0.27179006,0.26557186,0.25616267,0.26196706,0.25625333,0.24028029,Demisaur,Excision,2021-08-18,212800,33,0.00226,0.386,0.986,0.000491,0.254,-0.391,0.529,73.194,0.226,4,2,1,spotify:track:6cY37yS9qRbBNgkt52z86V,2021
Demons,-42.312237,98.86469,106.18646,31.590467,-15.266059,21.339727,17.49209,16.908426,-1.6673594,15.486241,1.0858574,10.285783,-7.0306835,12.011075,6.275533,10.98568,-8.115348,11.368112,-4.317516,10.818008,1.2344979,8.469498,3.61375,9.372618,1.273718,9.494647,0.29459602,0.2028581,0.41834605,0.5759197,0.26397347,0.305332,0.27543044,0.47803643,0.35378113,0.24316525,0.33364385,0.23286848,0.3103348,0.18584417,0.28253886,0.32216993,0.19382176,0.3112141,0.24437243,0.3745301,0.32539257,0.21767744,0.3061875,0.21554913,Night Visions,Imagine Dragons,2012-09-04,175200,72,0.19,0.5,0.71,0.00025,0.329,-3.015,0.0339,89.929,0.419,4,3,1,spotify:track:3LlAyCYU26dvFZBDUIMb7a,2012
demons,-81.25147,107.30657,86.18984,49.242146,5.3068085,33.990578,13.908375,18.894978,8.994697,15.5552225,3.9836001,18.97393,-9.351394,12.484138,1.3006935,13.802668,-11.403059,12.17064,-3.0263958,12.355051,-6.247459,11.310975,-3.3412023,12.298067,-6.331067,10.810033,0.27020943,0.26808947,0.4312656,0.28006175,0.31499368,0.24221835,0.37574205,0.5919547,0.36834002,0.41220894,0.31312934,0.3561977,0.26118878,0.22527137,0.33541644,0.22463737,0.3059747,0.23352106,0.27377647,0.3702499,0.23500407,0.353933,0.26119968,0.31938094,PRETENDER,raph,2024-06-21,137593,19,0.395,0.716,0.673,0.00943,0.209,-5.813,0.0362,133.031,0.703,4,7,1,spotify:track:3I08ezvRmnMJU1gBacqcBY,2024
