Song Name,mfccs_mean_0,mfccs_std_0,mfccs_mean_1,mfccs_std_1,mfccs_mean_2,mfccs_std_2,mfccs_mean_3,mfccs_std_3,mfccs_mean_4,mfccs_std_4,mfccs_mean_5,mfccs_std_5,mfccs_mean_6,mfccs_std_6,mfccs_mean_7,mfccs_std_7,mfccs_mean_8,mfccs_std_8,mfccs_mean_9,mfccs_std_9,mfccs_mean_10,mfccs_std_10,mfccs_mean_11,mfccs_std_11,mfccs_mean_12,mfccs_std_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
Despacito - Remix,-61.419666,89.65697,68.61136,34.140476,-0.6313,24.988512,12.378229,18.81832,-0.09808843,18.659214,6.0425515,12.927391,-6.4171724,16.210505,4.072801,14.123133,-7.5103555,11.984927,0.87164944,12.038266,-1.3627206,12.203363,-0.8515972,11.326411,-0.15535928,11.434879,0.3046417,0.39619857,0.50030905,0.337286,0.351896,0.28272507,0.4055698,0.33675423,0.3157714,0.39625746,0.32447416,0.38288867,0.27311838,0.30636835,0.34914368,0.24976002,0.32585147,0.2369392,0.34187573,0.29991734,0.27224404,0.3308257,0.26826075,0.34154227,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,2017-04-17,228826,68,0.228,0.653,0.816,0.0,0.0967,-4.353,0.167,178.085,0.816,4,2,1,spotify:track:6rPO02ozF3bM7NnOV4h6s2,2017
Destination,-50.690685,112.96507,82.26685,37.104523,16.996426,27.900745,20.094532,18.330044,1.965179,15.225833,7.4332895,13.820326,-6.379093,13.366739,5.062961,11.21646,-6.0012136,11.00354,-0.5373298,10.755884,-5.9093566,10.928872,-0.6287888,10.693479,-4.1294622,8.98925,0.40895447,0.46183985,0.44016,0.528221,0.44507194,0.49490178,0.4114314,0.36961964,0.38723898,0.39363962,0.48906118,0.3500028,0.28787485,0.3245906,0.25620177,0.35079333,0.2574552,0.33077297,0.29038495,0.27984455,0.30380943,0.26090494,0.31929362,0.24316557,Destination,DLMT,2021-01-15,185364,29,0.0575,0.779,0.884,4.04e-06,0.093,-4.074,0.0878,121.981,0.356,4,10,0,spotify:track:4CiWLaMrGQ9CR5j604HyoW,2021
Detroit Rock City,-78.466034,78.9624,89.753426,28.371845,-14.871366,19.258018,32.15067,12.115259,-7.6153073,9.439833,13.793848,7.4798,0.47468644,8.665167,6.724356,6.9789553,0.2567033,6.5710325,4.2967563,6.1665163,0.22812653,6.103751,5.1109214,6.608495,-0.28710154,6.033799,0.5494791,0.37892646,0.4117976,0.47785547,0.47055423,0.4817815,0.42494544,0.54095155,0.43865338,0.42270562,0.5145854,0.40093616,0.31576,0.223953,0.24990082,0.2774341,0.2682645,0.295513,0.24156593,0.30786842,0.2653263,0.2479649,0.30538437,0.21190643,Smashes Thrashes & Hits,KISS,1988-01-01,228560,53,0.00891,0.479,0.847,0.000208,0.144,-11.036,0.0986,90.654,0.318,4,0,0,spotify:track:3uz0O62HqYoyRiWZjS61KK,1988
Diamond (with Gloria Kim),-29.131548,101.49402,67.54159,31.763237,10.45071,23.844236,24.199362,13.771821,7.1972575,11.33355,12.4075165,11.703991,4.3396683,10.186647,9.233129,8.8795395,7.869622,8.828049,6.4162693,9.574073,1.272695,8.236362,3.6239245,8.039943,0.5996092,6.935224,0.5972226,0.42333835,0.37081897,0.3796023,0.41669714,0.51288056,0.4459312,0.5917667,0.55831766,0.41473898,0.47978318,0.44713908,0.3184692,0.26230043,0.24850158,0.25281373,0.26015097,0.31145048,0.25360718,0.3014464,0.2997323,0.25112787,0.29702637,0.23670208,Diamond (with Gloria Kim),Rad Cat,2020-12-08,199200,0,0.000386,0.657,0.788,0.0359,0.0983,-2.971,0.0321,99.998,0.382,4,5,0,spotify:track:3BJORVbTJwVoMy4zwNZDrF,2020
Diamonds (feat. Micky Blue),-43.377975,104.43113,76.6282,36.94069,-3.8836572,19.134708,7.1951356,18.100185,0.3539363,16.299536,6.5005417,15.744237,2.6797888,15.570377,-1.5877357,16.748186,0.61581725,12.990933,6.664512,13.66998,-0.79239094,14.115263,3.2951322,9.658036,-3.1189015,11.169957,0.3118119,0.45058522,0.34181544,0.29855546,0.35271406,0.40731472,0.57678795,0.5036353,0.5308331,0.52326,0.37177795,0.3231369,0.23802368,0.31895962,0.2551571,0.2369018,0.26623496,0.26235068,0.3424429,0.3049804,0.31945822,0.32783458,0.2543046,0.2920536,Together,Tiësto,2019-04-05,215040,25,0.00965,0.561,0.728,0.00162,0.0917,-5.381,0.0408,150.048,0.253,4,6,0,spotify:track:3q0JDvA9RJMNgZGvKJByyk,2019
Diamonds,-84.34095,112.70449,108.56477,46.405106,10.252862,38.91621,26.14304,19.775093,12.952426,17.899858,12.854498,15.594773,4.938998,15.691471,12.440354,13.218467,2.7842968,10.519737,3.3837302,9.757029,-0.90613276,9.213655,1.6456578,9.570534,-2.6018603,9.072662,0.4639266,0.38659778,0.4534156,0.43431008,0.32186115,0.31146908,0.40801316,0.6542617,0.63142955,0.545715,0.45426795,0.4584609,0.31866243,0.27521506,0.31340554,0.30283684,0.25872663,0.25027516,0.22542182,0.29376546,0.28309172,0.28435588,0.2720857,0.3173735,Diamonds,Malaa,2016-06-21,250560,7,0.0819,0.874,0.769,0.0643,0.0914,-4.279,0.0431,123.027,0.158,4,7,1,spotify:track:6Fu4bDzj4txJGXVyJt4Bpx,2016
Die For You - Dabin Remix,-1.088033,95.3437,79.89102,31.659678,9.608747,18.462383,21.778885,14.021989,3.1928706,12.437923,9.837717,10.088146,-1.0140193,8.004107,6.2470665,9.151129,-0.95007765,7.7926054,6.2159767,7.7589006,-2.285251,7.855477,2.2964387,8.305881,-2.9156032,6.904742,0.33483568,0.32238522,0.4365704,0.6729882,0.40507087,0.40266815,0.38474885,0.3983767,0.42238814,0.40297124,0.5739986,0.4260885,0.26275033,0.24891816,0.24075323,0.3162122,0.2291589,0.3055951,0.27070853,0.25493732,0.3000407,0.22944456,0.30228987,0.2815198,Die For You (Dabin Remix),VALORANT,2022-07-08,179000,35,0.0154,0.522,0.857,2.17e-05,0.12,-3.9,0.0694,140.014,0.292,4,11,1,spotify:track:6e1wW9VeiRLV0WS8ANdhay,2022
Die For You,14.14872,102.20801,69.88117,37.910618,-10.902526,20.889423,17.501242,16.145626,-4.26129,11.47781,6.5827856,10.612199,2.2328799,8.53733,4.383876,8.161717,0.82045,8.423607,6.1955957,7.8444605,-5.476511,8.581549,-1.0437741,10.065952,-2.4015176,9.108398,0.3041467,0.2905908,0.30321035,0.42603457,0.33717555,0.29344383,0.35931775,0.375501,0.6025507,0.40111712,0.49935886,0.49787349,0.24143979,0.26317522,0.24554905,0.29839152,0.2511349,0.21915747,0.266159,0.20523408,0.34053904,0.22441313,0.3281137,0.3348603,Apex,Excision,2018-08-14,239120,37,0.108,0.15,0.889,0.07,0.31,-0.763,0.284,74.978,0.361,4,8,0,spotify:track:3ssJPgwPQYRRmQMvJV2hJH,2018
Die With A Smile,-102.49333,106.93324,96.7027,29.009367,-15.095286,22.25599,7.199649,14.8568945,-4.5891104,13.182396,-0.4604369,15.706103,-5.0527287,11.9888735,0.53164417,11.330966,-4.4945884,11.642876,5.3978386,9.725415,0.20529923,9.245129,2.877149,8.643505,-4.77229,9.412678,0.23986192,0.4646313,0.30004436,0.30345157,0.34110972,0.23223749,0.36797714,0.23468117,0.42892957,0.3766083,0.2304987,0.28970918,0.20326793,0.36858305,0.27559182,0.2878916,0.30651236,0.21724913,0.34999958,0.20247458,0.3344192,0.33044446,0.2201648,0.29728243,Die With A Smile,Lady Gaga,2024-08-16,251667,100,0.308,0.521,0.592,0.0,0.122,-7.777,0.0304,157.969,0.535,3,6,0,spotify:track:2plbrEY59IikOBgBGLjaoe,2024
Dimension,-22.187382,138.7257,51.452682,35.728527,6.202887,26.812386,26.334858,25.059956,-0.49299648,14.33378,17.646166,14.148922,5.3070264,10.978204,13.489892,10.712774,0.15473439,11.986989,6.3514447,9.520026,3.1939402,8.927009,7.6808863,8.839331,1.0991309,7.572531,0.548965,0.5459147,0.6170097,0.65005714,0.6549115,0.62630695,0.58772695,0.5557536,0.5592294,0.5447126,0.5232427,0.542171,0.27953398,0.26951706,0.27025345,0.2640099,0.27271444,0.27135292,0.26290378,0.2532146,0.26363125,0.26070842,0.2543607,0.26372448,Dimension,Excision,2022-03-16,159162,33,0.00261,0.398,0.928,0.348,0.31,-1.203,0.436,149.855,0.227,4,2,1,spotify:track:3IWkjBkiR4pHOkaHV52OMl,2022
Distance,-145.69427,84.86712,72.393845,40.727306,11.465011,28.669765,-2.645018,20.261559,-6.018292,21.101488,-0.88293904,18.117,9.801704,15.59543,-0.15905994,13.843712,-8.574177,14.237326,13.490695,15.981237,-9.946243,12.614298,-4.5954614,11.931295,-6.6838517,11.773224,0.3002264,0.32725778,0.24299265,0.29778525,0.18883061,0.28490195,0.3539895,0.27109456,0.42736524,0.3009635,0.4198315,0.3361503,0.2981303,0.32570693,0.26122674,0.3379837,0.20559712,0.28990832,0.34776667,0.23302138,0.37413406,0.2617568,0.35633442,0.32650584,PLAYBOY,Tory Lanez,2021-03-05,178546,63,0.468,0.521,0.368,0.0,0.138,-9.533,0.177,123.423,0.607,4,6,1,spotify:track:1eW4XynQ3uk7Xi01hAzedv,2021
Distance - Volac Remix,-72.92934,79.4782,82.66488,49.408012,0.4172697,33.092476,29.806614,17.056084,8.228627,13.813,14.207305,12.599303,-0.3990222,9.107768,7.688693,10.468045,0.36421302,9.256606,4.0787997,9.399522,-2.7038107,9.866496,5.979611,8.150398,2.104485,10.361458,0.6635689,0.5105022,0.4891448,0.3988677,0.3576522,0.3558204,0.3572718,0.55413294,0.46164852,0.40664268,0.44279695,0.46110198,0.3381837,0.2694665,0.31991893,0.2691059,0.27179965,0.29047924,0.25796464,0.32686162,0.29375562,0.3012068,0.29606736,0.25469944,Distance (Volac Remix),Apashe,2021-01-08,215390,53,0.0398,0.819,0.824,0.263,0.255,-5.434,0.0565,126.007,0.463,4,0,1,spotify:track:42BdPV3FB2HVsvdokaIDJt,2021
Ditto,-84.50049,101.6814,75.5747,30.342882,11.762428,24.077145,16.443508,18.480663,8.340092,15.254297,1.4837295,14.44695,-0.4965469,13.461099,-1.7707291,16.35275,0.6005335,13.146203,-1.214597,13.56925,-11.339817,11.886674,-5.700625,10.341959,-8.031297,10.919799,0.35384303,0.49916783,0.38065004,0.29214254,0.33110604,0.26239124,0.36218917,0.2585979,0.3605976,0.40122378,0.33992654,0.424847,0.27563408,0.34976995,0.31665626,0.26321223,0.31383088,0.24374947,0.34709433,0.24015948,0.30911115,0.32476774,0.26914755,0.35786247,Ditto,NewJeans,2022-12-19,185506,77,0.027,0.814,0.641,0.0,0.0993,-5.957,0.111,133.854,0.183,4,6,0,spotify:track:3r8RuvgbX9s7ammBn07D3W,2022
DO IT,-60.142136,65.25685,82.73669,36.111988,27.275003,27.416101,12.188047,22.163687,14.598083,18.172993,1.4369824,16.02579,2.493447,14.0409775,4.857266,13.796469,-5.690748,12.738139,4.8161554,11.030064,-3.3219817,10.550718,2.057092,9.738663,0.15087229,10.421094,0.352693,0.4194454,0.4000687,0.47187468,0.4040896,0.43636316,0.48830956,0.43111762,0.47389087,0.44881538,0.53196865,0.41018468,0.24681601,0.31181112,0.27659723,0.33304796,0.30283988,0.30495813,0.31300375,0.2701738,0.3230786,0.28457284,0.31070742,0.28016272,VULTURES 1,¥$,2024-02-09,225023,19,0.188,0.831,0.692,0.0,0.079,-5.869,0.0873,107.009,0.629,4,1,1,spotify:track:1oNaDXXu9I4UCJ8Fh0Hfjg,2024
Do It Like That,-41.11901,126.38205,47.672657,31.269283,13.970126,24.292833,24.280697,19.423674,7.6326447,16.554117,11.503727,13.440901,-2.9497902,12.557608,7.629366,10.091696,0.96214217,9.581687,9.2692375,11.061694,1.0583562,9.238355,1.8648084,8.321051,-0.9452859,8.200816,0.4490783,0.4100996,0.33456343,0.3700321,0.39528298,0.50666356,0.40926468,0.45236343,0.53168947,0.43865478,0.4336242,0.36447698,0.32361728,0.31253424,0.26427114,0.294816,0.2808604,0.34898385,0.285161,0.30715874,0.34921825,0.29403758,0.32012978,0.27231982,The Name Chapter: FREEFALL,TOMORROW X TOGETHER,2023-10-13,145065,61,0.0103,0.776,0.92,0.0,0.325,-3.246,0.0548,119.989,0.842,4,5,0,spotify:track:0XM1XnOYv8BkFPFVCU8ZjX,2023
Do It To It - Tiësto Remix,-38.400764,73.17723,66.28739,32.80487,2.547026,22.785778,19.633333,15.62112,7.783424,14.315463,7.58635,13.5876255,0.15980479,10.906326,9.979767,9.812379,-2.0852044,9.385499,9.070134,8.880401,-1.7180016,8.994665,6.5457263,7.998459,-2.9107046,7.2500176,0.47688043,0.4828714,0.6597295,0.5767399,0.4140187,0.3937378,0.42597115,0.4224483,0.39053714,0.49049196,0.49361026,0.4835269,0.30118445,0.24830267,0.29656255,0.29130533,0.26130357,0.27733788,0.28029794,0.3005984,0.27693456,0.30141038,0.27925977,0.2916314,Do It To It (Tiësto Remix),ACRAZE,2022-02-25,125280,59,0.000422,0.636,0.892,0.0954,0.156,-5.573,0.0386,125.003,0.456,4,2,1,spotify:track:2XKsHHNCtKqk9cF35TRFyC,2022
Do Not Disturb,-143.06471,132.01581,91.669525,52.138004,18.354685,33.849293,16.941858,24.663507,5.0408506,23.125935,18.94808,20.431301,-3.026913,15.233128,6.2529693,14.065367,0.054807123,14.254883,4.8214836,11.886791,-0.010771614,11.631788,-1.5121002,10.589587,-5.1583014,10.846611,0.4061965,0.3823894,0.47059247,0.42939284,0.40048513,0.4296113,0.41786072,0.43142122,0.41439033,0.53406197,0.5746109,0.43312603,0.30977982,0.26627067,0.30195495,0.28167158,0.2863483,0.30805165,0.29986545,0.30228564,0.28668544,0.30159056,0.32316488,0.27404982,More Life,Drake,2017-03-18,283550,73,0.246,0.618,0.693,0.0,0.112,-5.943,0.45,170.982,0.454,4,7,0,spotify:track:2KvHC9z14GSl4YpkNMX384,2017
Do or Die,-21.39396,101.948425,75.73467,44.38466,-6.439321,34.337986,22.156254,13.649812,0.5382724,16.324194,11.741844,10.338273,5.094123,9.103666,10.174154,8.408532,5.4296856,8.615363,7.4377146,8.613141,4.400897,7.4401526,5.698137,7.4700613,1.1852589,7.2395353,0.49599218,0.52790606,0.42822352,0.43520904,0.46709925,0.46824044,0.52632165,0.53921264,0.6065695,0.5557172,0.5363164,0.5326825,0.26366732,0.2805215,0.23539056,0.24243733,0.262508,0.24966124,0.28701878,0.25252932,0.28622228,0.27768666,0.2566741,0.28443232,Do or Die,Subshock & Evangelos,2020-01-03,169090,0,0.00431,0.508,0.964,3.3e-05,0.296,-4.283,0.372,131.871,0.268,4,1,0,spotify:track:3hzHvvELxNqWIH0hlaN4jZ,2020
do u really?,-137.73541,123.75747,75.482376,40.34387,9.252796,24.08813,22.003435,25.456312,-5.3689137,17.026094,-2.9864187,16.77811,-1.1339468,11.827391,-8.535854,15.231746,-3.139773,10.984042,-3.5071728,12.634336,-6.8337727,11.509639,-1.3569974,10.149737,-9.798562,12.08322,0.39933375,0.30299383,0.402342,0.29398084,0.2774325,0.3587986,0.25252694,0.32039887,0.27168706,0.37997356,0.45645815,0.33132514,0.3652003,0.24461037,0.34130996,0.28057584,0.2594745,0.33746713,0.23058018,0.3174291,0.25538102,0.32375282,0.36612695,0.27731234,to love in the 21st century,Lyn Lapid,2023-06-23,161120,52,0.261,0.615,0.569,0.000124,0.112,-6.725,0.0614,87.027,0.587,4,10,1,spotify:track:2vjX1VkntJPIQkqwbJQvoa,2023
Do You Like Bass?,-39.389874,138.11322,50.29605,45.039948,2.855461,20.218088,25.795479,26.331444,1.6657327,20.293688,6.865001,16.343054,3.1082659,12.378946,7.1541567,10.994815,-3.0288258,10.190208,1.356054,11.955302,-4.88965,11.269276,4.0968747,10.132476,-0.69361776,9.180402,0.5424471,0.49640498,0.49833336,0.56219727,0.60423785,0.53841776,0.505069,0.4938316,0.51762676,0.53697944,0.5432799,0.53741825,0.29505077,0.27440298,0.2692251,0.26075986,0.28123346,0.27388433,0.2946095,0.30878773,0.3261786,0.32310784,0.29835168,0.28017113,Do You Like Bass?,Yellow Claw,2017-09-08,195208,39,0.00196,0.596,0.983,0.0047,0.231,-1.767,0.299,150.061,0.146,4,1,1,spotify:track:4SJrFfeVaEWXdB5qUa6h1G,2017
Does She,-124.026955,109.643524,85.75311,48.7183,3.138094,34.264053,9.078638,21.916317,-0.96048903,19.480501,-0.35206023,18.133728,-2.5681949,16.400133,-2.3211439,18.175337,-0.14220142,13.089808,-3.673799,14.64831,-6.8040004,12.411388,-3.5048032,11.765954,-5.9099207,10.898487,0.23490036,0.3064446,0.25364345,0.22029646,0.3804001,0.2813746,0.39695752,0.3806108,0.36285502,0.42565665,0.31980386,0.3548595,0.24832514,0.31486398,0.2792013,0.21239349,0.3674388,0.23464017,0.34813058,0.3347661,0.29666126,0.37535125,0.28910038,0.34837508,Rouge,Yuna,2019-07-12,202080,36,0.236,0.495,0.437,0.0,0.068,-6.641,0.304,203.151,0.599,4,11,0,spotify:track:3Pz9konqP1wwaXkNagNNT7,2019
Doja,-131.69786,124.18438,68.837875,44.26819,-24.043901,29.490126,-0.8368572,21.853064,-9.623467,20.464025,-6.52401,18.076107,-12.982539,15.139286,-3.1767614,14.933263,-11.665126,14.836007,-1.8474779,15.676985,-7.370667,14.803702,-3.410554,13.145862,-7.0564537,11.457224,0.27435735,0.26566482,0.29714778,0.43490353,0.3370747,0.37236896,0.44337788,0.41178247,0.44175774,0.4192311,0.41798428,0.35822564,0.25623047,0.2720598,0.27207106,0.34498778,0.28393626,0.31474414,0.33787903,0.29955268,0.33330122,0.3286097,0.31872422,0.29990718,Doja,Central Cee,2022-07-21,97392,77,0.38,0.911,0.573,0.0,0.403,-7.43,0.288,140.04,0.972,4,6,1,spotify:track:3LtpKP5abr2qqjunvjlX5i,2022
DOMINATION,42.951305,86.38557,53.707287,31.671999,-2.0943277,22.718174,23.446016,16.953169,-1.1505318,12.233106,16.8015,10.76037,1.9932531,10.776177,10.231504,9.031528,4.559077,8.807307,5.5967317,7.5971856,2.8083236,6.4950433,5.0569086,6.5304847,0.26193893,6.851719,0.6129893,0.53884834,0.49989328,0.5417315,0.5934601,0.66615325,0.6110805,0.5834237,0.5660184,0.5492495,0.5145526,0.51841027,0.2704955,0.23819278,0.24138162,0.2522393,0.24239141,0.27538526,0.24135104,0.25343555,0.26690724,0.2710332,0.27052414,0.24800467,DOMINATION,Kayzo,2021-04-16,168800,47,0.000138,0.506,0.993,0.843,0.446,-1.343,0.207,149.987,0.47,4,1,1,spotify:track:3Co9QY7WBNKoS44Nsk93r6,2021
Don't,-156.4118,109.44159,99.463646,42.208847,42.41506,38.3983,34.193584,24.221603,27.67436,18.796103,2.4823802,16.809895,-1.1854234,15.013748,5.0610685,11.86024,-11.113355,11.215698,9.649281,13.207812,-4.852533,9.1681,2.137125,9.199595,1.0219433,9.788256,0.31867188,0.33432648,0.3577539,0.37754878,0.54054356,0.47717607,0.5954983,0.46845374,0.35364342,0.3897952,0.39610586,0.4666574,0.2374779,0.25356674,0.26233265,0.2515087,0.34792402,0.26109228,0.31516886,0.2663912,0.24796529,0.3100501,0.26610807,0.32624,T R A P S O U L,Bryson Tiller,2015-10-02,198293,83,0.223,0.765,0.356,0.0,0.0963,-5.556,0.195,96.991,0.189,4,11,0,spotify:track:3pXF1nA74528Edde4of9CC,2015
Don't Cry (Original),-82.318306,98.227325,92.78429,31.724712,-25.045712,19.67898,24.276585,14.344654,10.272716,15.037457,13.311557,12.496032,-1.65939,9.695859,9.851113,9.348673,-0.34323967,10.174731,4.8696704,11.060139,-2.0720632,7.5599833,1.5808836,7.493217,1.305439,8.181726,0.3726441,0.40959573,0.34134766,0.43331745,0.3576235,0.35902435,0.47469944,0.4186626,0.5111304,0.3941076,0.46226758,0.46653217,0.24732856,0.3046059,0.2427156,0.29796478,0.2553707,0.2486678,0.30982462,0.27140397,0.31528834,0.2486376,0.28574806,0.314892,Use Your Illusion I,Guns N' Roses,1991-09-17,283733,76,0.00184,0.455,0.589,0.00358,0.104,-8.64,0.0328,124.634,0.254,4,11,1,spotify:track:2N2yrmodOnVF10mKvItC9P,1991
Don't Let Me Down (feat. Daya) - Illenium Remix,-47.734245,104.55127,91.62443,36.3982,-17.228003,20.178324,15.115779,18.386902,-0.867086,15.150248,9.687011,14.374665,9.079307,13.146102,10.426803,11.643728,4.8610806,10.379396,1.4870548,9.673122,-4.064884,8.492262,2.3298311,8.290717,-4.243476,9.957626,0.3307754,0.3273489,0.23835279,0.37244996,0.28003058,0.33838028,0.57527494,0.35986975,0.3641289,0.2670204,0.4336847,0.624473,0.24219078,0.3149283,0.192673,0.2863509,0.23596883,0.22991882,0.3189401,0.22161335,0.3087016,0.20910637,0.2855201,0.33648595,Don't Let Me Down (Remixes) (feat. Daya),The Chainsmokers,2016-05-27,218933,58,0.0751,0.428,0.656,0.181,0.15,-3.712,0.075,79.648,0.355,4,11,1,spotify:track:15BlympuVSfZFROojEMY2M,2016
Don't Let Me Down,-91.306244,107.09092,101.02931,40.20708,-10.819086,25.209322,26.031227,19.91208,3.9220564,13.196448,-0.10281341,21.056005,8.579868,16.103893,1.0379987,16.041632,0.5033054,11.46121,1.552063,13.85743,-4.8077993,11.168611,3.5027773,10.314969,-7.3095574,12.858162,0.29355147,0.28770098,0.25776845,0.3836877,0.28519657,0.31090757,0.44259042,0.4061976,0.5063421,0.41441217,0.52752995,0.46099135,0.2449564,0.28507537,0.21755381,0.31408882,0.25046834,0.24870601,0.3147412,0.28612167,0.37342942,0.28324667,0.32242134,0.31601417,Don't Let Me Down,The Chainsmokers,2016-02-05,208373,81,0.156,0.533,0.869,0.00538,0.136,-5.093,0.173,159.805,0.425,4,11,1,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,2016
Don't Look Down,-78.19866,105.94957,84.43365,34.332054,4.302114,26.309969,23.942266,16.361166,12.869885,15.393053,4.641196,12.954059,7.616799,11.514539,3.1800601,9.888327,0.9539611,8.640038,4.6740184,8.743073,-3.4305615,8.670695,1.2937546,10.251236,-2.8892977,9.335508,0.35088277,0.31273884,0.43638405,0.31258282,0.3330188,0.27528554,0.3877174,0.52809757,0.34296045,0.3480856,0.28725097,0.444395,0.31599706,0.24413663,0.34175554,0.24174556,0.30780306,0.24071513,0.27499655,0.3552548,0.24994846,0.32446927,0.22464928,0.35256958,Pieces,William Black,2021-11-05,193958,0,0.194,0.583,0.629,0.0,0.128,-7.013,0.0452,143.911,0.282,4,7,1,spotify:track:2pt8dSblTOCi6R969U1kTv,2021
Don't Run,-67.46429,98.01626,85.86387,36.046864,19.545807,23.511068,11.472536,18.268034,7.2489667,15.42884,2.7931929,14.393989,0.15956812,13.1966505,1.17238,11.318852,-4.23554,10.628827,6.5716805,10.696221,-4.2945395,9.002161,2.0265632,8.818829,-3.565955,8.437441,0.3226232,0.3940751,0.29292268,0.42837593,0.47096246,0.3110638,0.35940173,0.31105888,0.51949215,0.39921197,0.3509331,0.3861002,0.26370987,0.32312196,0.23614027,0.3173673,0.33106217,0.23596805,0.33333758,0.22085303,0.366914,0.3149112,0.26545802,0.29979464,Don't Run,Corbyn Besson,2024-10-02,157118,48,0.184,0.553,0.777,0.0,0.149,-6.154,0.0768,156.0,0.447,4,1,0,spotify:track:1NXVnQl2Xc8T2yiUw5A5NF,2024
Don't Stop,-133.60764,106.38517,74.10839,56.56571,2.971805,38.50434,21.571564,24.060886,8.443159,18.645922,8.420499,22.916761,6.2641187,16.105204,6.3941607,14.929252,-7.658216,15.709373,4.4900208,14.015085,-5.1265645,14.19725,-0.5319771,12.222692,-4.509812,11.104501,0.44460344,0.53291684,0.4259113,0.4204384,0.42043397,0.5192248,0.57023156,0.47160172,0.55170864,0.47582424,0.4046732,0.45491672,0.27525023,0.31549463,0.2780156,0.29664138,0.31258854,0.31165844,0.30032742,0.2835659,0.3443511,0.3190981,0.27102882,0.29945236,Don't Stop,Biscits,2023-04-28,170196,60,0.0541,0.824,0.608,0.241,0.0747,-8.51,0.0541,127.028,0.48,4,1,1,spotify:track:73Aj6vBOimEVHMMm67YmcU,2023
Don't Stop The Music,-68.570786,100.07262,73.424934,36.279053,-8.914937,23.04392,12.493411,21.391485,6.240112,17.900478,1.6897007,17.249577,13.752904,13.275267,0.7653825,15.531753,9.322808,13.301123,6.5725746,11.229426,0.69906896,9.71855,3.7045193,9.643959,-2.8996713,9.214093,0.3590691,0.4911505,0.4449794,0.41135868,0.45859784,0.4485138,0.54841554,0.44169304,0.50642455,0.490871,0.3455966,0.334969,0.2721304,0.31872427,0.31843653,0.29753664,0.33213586,0.3106737,0.34834814,0.29467818,0.3176864,0.3265115,0.2691788,0.28706437,Good Girl Gone Bad: Reloaded,Rihanna,2007-03-31,267080,63,0.0376,0.844,0.659,8.94e-05,0.0523,-5.589,0.0622,122.683,0.539,4,6,0,spotify:track:62LHRv9uwSNlBmByQF5jdE,2007
Don't Sweat The Technique,-88.04881,117.99606,57.283573,28.97845,11.340128,22.356907,28.607607,15.2550125,1.5230862,12.176612,12.790383,8.716746,-3.5170937,10.582804,12.63737,8.316364,-2.4977643,7.839783,5.3683996,7.6727386,-5.267123,7.0756183,6.063691,6.4699383,-2.8628356,6.3171554,0.44050384,0.38256004,0.34628403,0.42406327,0.47797835,0.52449375,0.53014004,0.55433273,0.6174561,0.58727515,0.6007865,0.4619173,0.2761354,0.25836676,0.21492831,0.27102265,0.27058765,0.28315306,0.28247282,0.25089085,0.2901905,0.26271915,0.30245417,0.2806493,Don't Sweat The Technique,Eric B. & Rakim,1992-06-23,262800,58,0.00556,0.737,0.89,0.00171,0.0801,-8.443,0.158,105.848,0.809,4,4,1,spotify:track:48ZUwXrEOhaXLCxvmRYhZv,1992
